wavenumber,mixed_spectrum
781,2.608188240781369e-23
782,1.2876393469946168e-24
783,2.9212904450296545e-24
784,2.3544600321546136e-25
785,3.497102606132043e-25
786,7.240918293521865e-25
787,5.26119569143594e-25
788,2.9123727389398864e-25
789,2.677001714130898e-24
790,5.480050531538932e-24
791,6.071971370592316e-24
792,4.622759473318016e-24
793,4.0246987830130346e-25
794,2.935779670802113e-24
795,1.530570404560948e-24
796,2.6803933795192355e-24
797,1.6667883043964251e-25
798,1.2413817064397324e-23
799,9.918429836292041e-24
800,9.471023950577231e-26
801,2.0274347689987426e-24
802,3.987956797311963e-24
803,8.314024970191383e-25
804,5.900173637979328e-25
805,5.396778625836903e-25
806,2.145792775546961e-24
807,6.411488865496562e-24
808,1.994635967304002e-25
809,1.5268180781826206e-24
810,7.592856874220761e-24
811,2.3337892510486306e-23
812,3.768249410548333e-24
813,1.2002259767565596e-24
814,1.7707380483199973e-23
815,6.282867384533601e-25
816,7.499992288662368e-24
817,5.753519474201275e-25
818,6.2845652510728315e-24
819,3.8495697004875275e-23
820,5.705830482578992e-24
821,2.027375794857601e-24
822,1.759646274515922e-24
823,3.9453339377911154e-25
824,3.6922393652991894e-25
825,2.187080192782372e-24
826,1.483692839571053e-25
827,1.2648157743749007e-24
828,5.8486496146489005e-25
829,1.663967235042043e-25
830,4.9348974789375586e-24
831,6.716156904766172e-24
832,3.76901531488107e-24
833,1.4738816891076876e-23
834,9.004085996466827e-25
835,2.934953459043653e-24
836,6.895554960994379e-25
837,1.717680791780117e-24
838,1.736651581412692e-24
839,7.663131044582051e-25
840,2.172488761898438e-23
841,2.4367015415419133e-25
842,4.942116289408327e-24
843,2.3067802108118907e-25
844,5.46413949541452e-26
845,2.525505064556409e-23
846,1.9637571511575926e-24
847,3.6553824281659536e-24
848,3.7327968740145244e-25
849,2.7679399227051485e-23
850,2.0360269670621e-23
851,7.472777507309334e-25
852,1.7007012913041015e-24
853,1.7237910658356296e-23
854,2.5287658898004098e-23
855,8.547507452267977e-25
856,8.315037800465326e-25
857,1.938915485883059e-24
858,1.5879419360552383e-23
859,2.6091624768707448e-23
860,4.040596600921336e-24
861,4.200464539278333e-26
862,1.387107194824972e-23
863,9.880030075005316e-26
864,1.911619290369248e-23
865,3.093195551753095e-25
866,1.3997603996565084e-25
867,8.722272644145072e-25
868,8.015571661586621e-25
869,1.5770757734701328e-25
870,2.4408603311011757e-24
871,1.794212915192477e-25
872,2.6278525781406422e-24
873,6.1260224875550744e-24
874,5.117353529815908e-25
875,4.403299102544597e-25
876,2.0112913809836216e-24
877,2.6334575006773325e-24
878,3.0522442985502596e-24
879,1.8407579099180432e-24
880,5.175549517515822e-25
881,3.2891367889063387e-25
882,1.849155995676458e-24
883,1.2555339627471634e-23
884,6.2579431181105855e-24
885,2.3896473298794485e-24
886,8.709189125479014e-26
887,1.6663923002141234e-25
888,8.380902761559959e-24
889,1.448230183587917e-24
890,9.953021601878439e-25
891,6.0062937865537265e-24
892,5.457972588941374e-26
893,4.680451763475106e-24
894,1.977685823551216e-24
895,8.935261122901117e-25
896,1.6630637699414036e-24
897,2.007526877618296e-24
898,1.6394049699008823e-24
899,1.4666395614462838e-24
900,6.31490574688134e-25
901,7.1337633695824565e-25
902,8.950720112372165e-25
903,7.504543582360708e-24
904,1.6112749279396852e-24
905,6.929024618826481e-26
906,2.7198346461825513e-24
907,2.4879287877468977e-25
908,1.3465550359695207e-24
909,1.345211764918562e-24
910,3.1708682963090803e-25
911,1.137778809522383e-25
912,1.3518735892144882e-24
913,2.4304600656358644e-24
914,6.163997154979562e-25
915,2.787417912370858e-25
916,1.249079201828191e-24
917,2.3521639908136826e-25
918,9.84392919814542e-25
919,2.790083668919651e-25
920,1.4539611280096907e-25
921,4.227008584595156e-25
922,1.0207472967701208e-24
923,3.142451626513502e-25
924,3.2436879482732265e-24
925,5.1387526526397125e-24
926,3.0017447202716085e-25
927,6.681380198258039e-25
928,1.7672857354724957e-24
929,2.4537069033742464e-24
930,3.361729191191827e-24
931,4.2333600588854974e-24
932,9.742260592165093e-25
933,9.34331210448918e-25
934,8.151722408311281e-25
935,1.1003423984727418e-24
936,2.673086921214761e-24
937,1.9413570397327852e-25
938,6.897636706851144e-25
939,5.663795160152438e-25
940,1.08105154937586e-24
941,1.5608307616647597e-24
942,1.932173114895267e-24
943,1.4557557711592307e-25
944,4.401286581628377e-25
945,2.9318946175670516e-24
946,2.1820803178713974e-24
947,1.362339880142955e-24
948,9.45746526388245e-25
949,1.821682971252394e-24
950,1.897792854222274e-24
951,1.7714356141217995e-24
952,9.34897903775664e-25
953,4.582339817130301e-25
954,1.4804297066329732e-25
955,1.8604909894557724e-24
956,1.3644787574306026e-24
957,6.197696060323775e-25
958,1.6913391311706427e-25
959,6.185763197269088e-25
960,1.054626999367429e-24
961,9.822537718084074e-25
962,1.0605985135455624e-24
963,1.4291576220246317e-24
964,1.3538709860270673e-24
965,1.281411537786488e-24
966,5.353791093251785e-25
967,1.2600477477319771e-24
968,1.1770470074803144e-24
969,1.0964216661068327e-24
970,1.6045771440175034e-25
971,9.01842283625946e-25
972,9.272555869535603e-25
973,6.93521558597882e-25
974,7.688136340246351e-25
975,6.950033222627686e-25
976,6.260033878074583e-25
977,6.184613207514908e-25
978,5.282050135168072e-25
979,4.694100422605101e-25
980,4.1109109768014283e-25
981,8.015309301357361e-25
982,3.4726291928817696e-25
983,3.094525719038714e-25
984,4.165030736086586e-25
985,5.214407909083238e-25
986,5.972494144432121e-25
987,3.4590794199936474e-25
988,1.759020397652676e-25
989,4.350210461289041e-25
990,3.9667584819986763e-25
991,3.9202923257228173e-25
992,3.800810863765802e-25
993,3.1780487767336247e-25
994,2.8114579616473387e-25
995,2.540040597624766e-25
996,2.214099231698656e-25
997,2.1353889161848386e-25
998,1.8729865144153854e-25
999,1.597567303844244e-25
1000,1.3925597917691056e-25
1001,1.3161421238585677e-25
1002,1.5313017700585869e-25
1003,1.4187743134941819e-25
1004,1.2816278142603569e-25
1005,1.2802823405878033e-25
1006,1.2683473986917748e-25
1007,1.275736167237937e-25
1008,1.2604071570824617e-25
1009,1.259643771338035e-25
1010,1.2960494333372651e-25
1011,1.243072665455923e-25
1012,1.2369205486116757e-25
1013,1.2282815786998846e-25
1014,1.4296048890800573e-25
1015,1.2182793316224258e-25
1016,1.2179020207094969e-25
1017,1.3222078665704162e-25
1018,1.208517877967038e-25
1019,1.1938743918837248e-25
1020,1.1860102210523432e-25
1021,1.1832112111074544e-25
1022,1.1768118629215703e-25
1023,1.651545080761057e-25
1024,1.5892376391822089e-25
1025,1.1844616362750346e-25
1026,1.1514434485077485e-25
1027,1.378914831321701e-25
1028,1.1418040622588913e-25
1029,1.137774887364416e-25
1030,1.259949970577626e-25
1031,1.1257953510411548e-25
1032,1.1203694594732042e-25
1033,3.033697470544075e-25
1034,1.1370558395208762e-25
1035,1.9324287531360132e-25
1036,1.8732093903309594e-25
1037,1.1692355648440876e-25
1038,1.0910224909686751e-25
1039,4.926741301595219e-25
1040,1.0819078428498842e-25
1041,1.0676005291753712e-25
1042,9.964375693079705e-25
1043,1.054535375963379e-25
1044,1.0625918704230479e-25
1045,1.183988983342029e-25
1046,1.059833502294142e-25
1047,1.233873488023197e-25
1048,1.2829783731612605e-25
1049,1.062057022582923e-25
1050,1.0145167717989032e-25
1051,1.6804333031936982e-25
1052,1.0013256257104408e-25
1053,9.985341164685783e-26
1054,1.0218462841087648e-25
1055,1.2181089637125091e-23
1056,2.125135245769477e-25
1057,1.8133393493082067e-24
1058,1.6835245597278352e-25
1059,9.577811691678156e-26
1060,1.204810319642662e-25
1061,1.0243172394984147e-25
1062,8.70203505073501e-25
1063,9.380566522381939e-26
1064,9.866296745200768e-26
1065,9.283962832922257e-26
1066,9.198707408812545e-26
1067,1.2159515783044687e-25
1068,9.052005732081151e-26
1069,9.066569360970077e-26
1070,1.0364808196393032e-25
1071,5.699131347518256e-25
1072,8.854266034576272e-26
1073,1.0004625832367701e-25
1074,5.286883680191942e-25
1075,8.67110522599633e-26
1076,8.667429609582922e-26
1077,8.574224050347713e-26
1078,1.1251286439182971e-25
1079,8.948310631525789e-26
1080,8.417593433467711e-26
1081,1.0421072437052741e-25
1082,2.827398344637846e-25
1083,8.824855073138856e-26
1084,1.9462656215747523e-22
1085,3.0990785779572635e-25
1086,5.736356877463486e-25
1087,7.990043919549348e-26
1088,7.932196488403381e-26
1089,3.767673703363798e-24
1090,4.6595462036644425e-25
1091,3.351527362267099e-25
1092,3.988938216673957e-23
1093,1.2834186992746908e-22
1094,9.555515327294338e-26
1095,2.419958396719639e-25
1096,1.2291925180071508e-25
1097,7.544933667701332e-26
1098,7.313399975255799e-26
1099,2.067924025448289e-24
1100,7.32851727725415e-26
1101,7.51207073117358e-25
1102,1.1371715183353623e-25
1103,1.500822783743418e-23
1104,1.8746709287382807e-24
1105,3.5112838453028915e-24
1106,8.867147765586698e-26
1107,7.5071280631447005e-25
1108,2.741912946386254e-25
1109,6.1265655149211155e-25
1110,1.595311423021563e-25
1111,2.5196942151680733e-24
1112,6.54089637999531e-26
1113,8.451660103001625e-26
1114,8.524755276706738e-23
1115,7.461915229735891e-26
1116,6.511758342786588e-26
1117,1.365974423285397e-25
1118,3.4598107696924715e-25
1119,1.3795132867442875e-24
1120,8.739078906953191e-26
1121,5.456507954528634e-25
1122,9.851462356377966e-25
1123,4.636905884562368e-23
1124,1.1045671481152905e-25
1125,7.161170345669979e-26
1126,1.5597005785479947e-25
1127,3.5365332443546274e-24
1128,4.087218846160654e-23
1129,8.019178221243488e-26
1130,8.525449806993187e-23
1131,1.7408683433581108e-25
1132,1.4169049127412226e-24
1133,5.044053723264886e-25
1134,5.207480194706426e-25
1135,2.5765861775280737e-24
1136,1.0275619359633032e-25
1137,1.5805755676955766e-23
1138,3.1085259004496164e-24
1139,2.7590290379269237e-25
1140,1.1804852125996136e-25
1141,7.870901691312526e-22
1142,4.7800324946646583e-26
1143,1.3518130715739974e-22
1144,1.4678489445356159e-24
1145,9.435705322418966e-25
1146,3.9068836903256384e-24
1147,8.204586895753206e-23
1148,9.032994142793361e-26
1149,1.6563876546661972e-25
1150,1.5074775528446518e-23
1151,8.880135129063821e-24
1152,4.6433996414871123e-26
1153,1.4834502699886103e-25
1154,5.9215963068597674e-24
1155,1.4357325129173847e-25
1156,4.727430475016894e-25
1157,1.1167849887355845e-25
1158,6.275326514806402e-26
1159,2.973903621255681e-23
1160,3.1119482826921964e-25
1161,5.20772450704514e-25
1162,9.470575752448666e-25
1163,2.632909407345518e-23
1164,1.7874911181901366e-22
1165,5.5573031219054565e-25
1166,1.1740584605888572e-25
1167,2.1051963398088026e-25
1168,3.841134531104549e-25
1169,5.774743367082477e-23
1170,8.992864562003773e-25
1171,4.769703470235178e-24
1172,3.8047095981703325e-25
1173,1.5102490790922199e-24
1174,1.5378784183797588e-25
1175,9.85986048141731e-25
1176,1.343001318421999e-25
1177,6.397465266663094e-24
1178,1.8943620840751933e-23
1179,4.0609080511686965e-22
1180,9.989089738418912e-26
1181,1.4378931184678303e-25
1182,1.7409248270551697e-25
1183,1.6630660900883103e-23
1184,2.4862468693243953e-25
1185,2.058110198486468e-23
1186,5.560680946477933e-25
1187,3.9567532208612414e-25
1188,1.8337407063398927e-24
1189,2.513011815870321e-22
1190,3.003449498776354e-24
1191,3.714687018524821e-24
1192,7.585311383269639e-24
1193,2.0199725163711773e-22
1194,6.224558684086304e-25
1195,8.005494321956933e-25
1196,3.5198972416635775e-25
1197,3.816633035363088e-25
1198,5.1963416813756695e-25
1199,1.583093569158602e-25
1200,3.874437008299613e-24
1201,4.665562857893257e-24
1202,8.873521286388362e-25
1203,5.081475001348522e-25
1204,6.423019211687765e-25
1205,1.2861340934484154e-23
1206,7.963791407444571e-25
1207,3.2556473822663317e-25
1208,1.8402171491090877e-22
1209,2.0011712873301823e-25
1210,2.090092683526636e-24
1211,2.018065003785334e-24
1212,1.1317415051311138e-24
1213,2.679639375936713e-24
1214,1.9372110037153982e-24
1215,7.452973072392351e-25
1216,1.7378249321052848e-24
1217,1.4982054005961444e-24
1218,1.091402864493155e-24
1219,1.5910775709007379e-24
1220,1.1498699074010147e-24
1221,1.3408742646687977e-24
1222,2.067129602359247e-24
1223,1.1396150617347582e-24
1224,2.0818928336439817e-22
1225,5.921212751736703e-24
1226,1.0261484703740563e-24
1227,4.583063942940481e-25
1228,4.305781965462186e-25
1229,2.3811650947230538e-24
1230,4.133593703973556e-24
1231,3.2639022996739073e-24
1232,2.1291438759337287e-25
1233,7.576398540976007e-23
1234,3.6751791354054185e-24
1235,1.5095580606606703e-24
1236,2.4774117061028554e-24
1237,2.3586526257739244e-24
1238,1.9835748441736278e-24
1239,6.338272399495449e-25
1240,3.522355349764887e-24
1241,1.4472722476299382e-25
1242,3.0544501175297096e-26
1243,1.8436330606036154e-24
1244,1.7183675699852893e-24
1245,1.0121817989438706e-25
1246,1.365977579657042e-24
1247,3.223990178194106e-23
1248,3.4197108086952375e-24
1249,1.9475018641559904e-24
1250,1.155998632891699e-23
1251,3.475434104214219e-25
1252,1.5089926860271362e-24
1253,9.44130427008419e-25
1254,2.358911110050986e-25
1255,5.143369151733829e-25
1256,9.366357426757337e-26
1257,8.455764565784842e-26
1258,1.1482845129141239e-24
1259,1.5031859997815555e-25
1260,5.890079705842408e-26
1261,3.967351846304541e-24
1262,3.815451811499175e-24
1263,1.3850457316873592e-25
1264,9.88768697315893e-25
1265,6.434473376412388e-25
1266,1.0855059336004294e-24
1267,1.791588969284391e-24
1268,6.890296897747062e-25
1269,1.0592600482123571e-25
1270,1.2722488003553652e-23
1271,1.1225166319163254e-24
1272,3.928194552060013e-25
1273,1.118583946470977e-25
1274,1.0741676922077102e-25
1275,4.415629053202298e-26
1276,1.6846643204403196e-23
1277,8.267464529445377e-25
1278,1.8044074125681224e-23
1279,3.054973320782142e-24
1280,2.127048203354806e-24
1281,2.874891208795582e-25
1282,1.3394783650368816e-25
1283,1.4598205594432413e-25
1284,2.5617329158042637e-25
1285,2.152724086895228e-23
1286,3.012096951776229e-25
1287,1.5141663145096943e-23
1288,5.967313285746174e-24
1289,3.854817340832131e-25
1290,5.3968926334479e-26
1291,6.242281140430613e-25
1292,2.5457299153190686e-26
1293,7.912716040154739e-25
1294,3.6768960242804884e-23
1295,2.2106520133925042e-24
1296,3.7764104717314586e-24
1297,1.775597369676521e-24
1298,6.060994397921467e-24
1299,1.6548441745563504e-25
1300,1.9169889957943673e-24
1301,3.611626633734428e-23
1302,9.292114611797641e-24
1303,3.98576372153845e-24
1304,1.8099815299895546e-25
1305,2.4615536796989887e-23
1306,4.1360753259814796e-24
1307,9.665055198055884e-24
1308,3.962088991395002e-25
1309,2.569348698121334e-25
1310,2.5208658768805324e-23
1311,1.0455110024015004e-23
1312,1.1382639305180368e-23
1313,9.50619035372033e-25
1314,3.6632539968216925e-24
1315,1.3865196933544664e-24
1316,2.9704065596851646e-25
1317,2.4975669492922864e-26
1318,1.7206342332654727e-22
1319,6.950382975308046e-27
1320,6.795531912471389e-25
1321,2.925432802737328e-26
1322,1.1254710896916046e-25
1323,1.8027192860143848e-23
1324,6.630929723247461e-24
1325,2.2856633991421057e-22
1326,2.428832649490802e-23
1327,1.6849134390197308e-23
1328,1.134998198989637e-23
1329,6.1079612168868084e-24
1330,1.4351016816946208e-23
1331,3.840414841611022e-23
1332,4.2260924637562376e-26
1333,2.8264700019373036e-23
1334,3.405460885896133e-24
1335,1.495216255265472e-23
1336,2.073672329681097e-22
1337,3.3193063465002036e-23
1338,1.368198688399725e-23
1339,4.215830569198397e-23
1340,4.173713739271921e-24
1341,6.4498034554902014e-24
1342,7.492200953497837e-24
1343,4.374895596868611e-25
1344,8.414713774533018e-24
1345,4.711725524478732e-25
1346,1.156350779815132e-23
1347,3.318167318435248e-23
1348,2.4874094457163976e-24
1349,3.5404261214859585e-24
1350,1.5126090576017318e-24
1351,3.171617107253527e-23
1352,3.307124656681164e-23
1353,8.557368953060754e-23
1354,1.039036973151637e-24
1355,2.838054548722235e-24
1356,2.5218020717661543e-23
1357,2.0137924188765806e-23
1358,1.2058984877659974e-23
1359,7.653134146589213e-22
1360,7.66034166782991e-23
1361,6.6005773930759546e-21
1362,4.671834497087263e-24
1363,7.136650825603884e-22
1364,1.3120853122144377e-23
1365,1.3814314778630492e-23
1366,7.582170724490165e-24
1367,3.39436544086165e-21
1368,1.4968706053589403e-20
1369,1.958901043298098e-23
1370,1.2981763763857494e-24
1371,5.157431006067337e-24
1372,2.4044747278151336e-20
1373,1.9463159610290406e-21
1374,4.998668719267357e-23
1375,3.4954541728925117e-25
1376,2.8068019652560658e-24
1377,3.2351001787588664e-23
1378,1.1490610685455051e-23
1379,5.907538181607676e-24
1380,2.9661570875575855e-24
1381,1.5886064232885773e-21
1382,5.020668682527428e-26
1383,2.295566478374825e-23
1384,1.336551133898711e-23
1385,3.5554428044514376e-21
1386,8.255581278633114e-24
1387,5.20811316618216e-24
1388,8.32369317049202e-24
1389,5.403042116893138e-22
1390,1.6249902567279292e-24
1391,3.956108183281408e-24
1392,6.370042589870087e-24
1393,5.4172822299268695e-24
1394,4.72842276040469e-23
1395,5.067021546130947e-24
1396,1.8832249756665445e-24
1397,2.1014191336632862e-24
1398,5.638622098111356e-24
1399,1.3654645605887203e-24
1400,3.902388260749216e-23
1401,8.259328904428325e-25
1402,1.0788997958168646e-25
1403,1.1320178642141885e-23
1404,1.541002530100816e-23
1405,1.5580384213956885e-25
1406,5.239528391328938e-26
1407,2.1821622207091368e-24
1408,1.4901795634273944e-24
1409,1.2645952647477595e-23
1410,2.0460117773852985e-25
1411,2.9323350916305172e-24
1412,2.0404292277624943e-23
1413,3.711583226680073e-24
1414,1.2652996934191456e-23
1415,1.7112035424267374e-24
1416,9.082155856185396e-24
1417,1.1465228290313903e-23
1418,7.902642472270472e-24
1419,7.438602982602361e-24
1420,2.3601759198588675e-25
1421,7.252256560231862e-24
1422,3.2108096019102605e-24
1423,3.831532247187184e-25
1424,4.2571860507281835e-26
1425,3.426625938852183e-24
1426,6.33661817265433e-25
1427,1.0852013723249036e-24
1428,6.645863572208462e-25
1429,3.591934478054626e-25
1430,3.010765241129824e-25
1431,1.5227673965285875e-24
1432,1.214204013072057e-25
1433,7.693525616528174e-24
1434,2.261363221264494e-25
1435,2.770116850145971e-25
1436,5.662177149859484e-26
1437,2.488872504919279e-24
1438,2.5742951781339917e-25
1439,9.074254044577679e-26
1440,1.7059133178695743e-24
1441,3.8006887993772494e-24
1442,2.55122180688913e-24
1443,1.5530024287095866e-25
1444,2.1772213878705375e-24
1445,3.766217897842485e-24
1446,7.146495120614321e-25
1447,4.1933331747413395e-24
1448,3.408077243817587e-24
1449,3.609930978442603e-25
1450,5.613451582282832e-25
1451,2.1267572219411304e-24
1452,1.1451346286894769e-24
1453,2.1794864058475836e-25
1454,1.6293200472373086e-24
1455,3.6203855207326e-24
1456,3.2605582119617975e-25
1457,4.610670868808954e-25
1458,1.1345303984783196e-24
1459,2.781907579461456e-25
1460,1.1599294486136476e-24
1461,3.27828182303687e-25
1462,7.848213071490591e-25
1463,1.1272292664382067e-25
1464,1.087440220858911e-25
1465,9.222496688811615e-26
1466,2.1002642851493172e-25
1467,8.926611573110694e-26
1468,1.1664090298166549e-24
1469,1.064294685616607e-24
1470,1.800782536314092e-25
1471,5.965034864700957e-26
1472,3.0259679918256282e-25
1473,1.792085875309602e-25
1474,6.565820076035895e-25
1475,2.9595142820434487e-25
1476,1.5154169524657762e-25
1477,4.0790789046316936e-25
1478,1.4823576262580927e-25
1479,8.972392806680483e-25
1480,1.296605407068312e-24
1481,9.37551834351066e-25
1482,5.635686767313028e-25
1483,9.42851889771256e-25
1484,2.211658943020896e-25
1485,1.0422715810899335e-25
1486,5.152086736648571e-25
1487,1.6173459375941401e-25
1488,7.900756234944188e-25
1489,1.5615414429361219e-24
1490,6.133768077015408e-25
1491,1.8225125650356478e-25
1492,1.6320827706831212e-25
1493,2.6855860113734107e-25
1494,1.0129805549569989e-25
1495,1.5149093110355795e-25
1496,1.3159810282906157e-24
1497,1.0359717611224058e-25
1498,2.246432283248158e-25
1499,5.4432586010048895e-25
1500,9.719186973394268e-25
1501,1.181610841975253e-25
1502,6.652290100559618e-26
1503,4.1340843567516106e-25
1504,1.9751688018621174e-26
1505,2.1784078951769822e-25
1506,4.4660204251839945e-25
1507,1.4508778486951054e-25
1508,1.2408282604576917e-25
1509,6.856525858058932e-25
1510,5.767032722039247e-26
1511,3.9827631360063095e-25
1512,7.622539167731426e-25
1513,5.223112327674466e-25
1514,5.26087678481081e-25
1515,2.790880712928879e-25
1516,1.889334551436037e-26
1517,5.723675005051565e-25
1518,3.187432222658805e-26
1519,1.149396484060776e-24
1520,2.5390698160456052e-26
1521,9.837801464048014e-26
1522,3.912253349336444e-26
1523,4.2229566399903513e-26
1524,1.0007989814754153e-25
1525,1.2357866007866316e-25
1526,1.1208225468521379e-25
1527,2.110244691958707e-26
1528,1.3845852810413769e-25
1529,3.0996833611453786e-25
1530,1.1335840940222469e-25
1531,7.153853447628051e-26
1532,5.578607467995674e-25
1533,1.3623698571734584e-24
1534,2.9566874182957823e-26
1535,1.1243191434721176e-24
1536,6.35696024314667e-25
1537,5.592969004861997e-25
1538,3.6232503825067886e-26
1539,1.6525281591751902e-25
1540,1.205787998499401e-24
1541,1.824224782721225e-25
1542,3.688650209387243e-25
1543,3.6076991946904737e-25
1544,4.658290544519223e-25
1545,4.0822711184356743e-25
1546,7.548467626120425e-25
1547,2.1712811594570574e-23
1548,8.81197307119837e-26
1549,6.657586512321019e-24
1550,3.269882596475315e-26
1551,7.064000170408129e-25
1552,4.7646811415338174e-23
1553,7.722222048677933e-24
1554,5.7114409362622066e-24
1555,2.2814487434787126e-26
1556,3.654379335958305e-23
1557,1.4677831242429804e-22
1558,9.105463947909342e-26
1559,8.907580229142323e-26
1560,1.0010268939802896e-22
1561,4.911965955283493e-24
1562,2.818998863200845e-22
1563,1.1992634991892384e-25
1564,1.0806332037766375e-25
1565,1.4699070953900347e-24
1566,3.415073463532721e-26
1567,5.846111656083894e-25
1568,4.872145360063403e-25
1569,1.7794231802525117e-22
1570,1.503177210970486e-25
1571,3.332126035063873e-25
1572,8.522343733006915e-25
1573,1.2859311023331186e-24
1574,3.25873325580994e-26
1575,1.1880665620969711e-21
1576,3.1653507301382222e-24
1577,5.410888488259546e-25
1578,6.85816589487102e-26
1579,6.700894159039547e-21
