wavenumber,NO2,SO2
2219,3.3274611765158826e-25,1.1073632175113489e-24
2220,2.3661388504140596e-26,1.080390727580391e-27
2221,4.9092077879483593e-26,6.745315479811884e-27
2222,3.2007293211310725e-26,5.991293710220982e-27
2223,7.616434785342911e-25,1.6295242120985626e-27
2224,2.6100173188642996e-25,5.52516536887061e-27
2225,9.801224705773227e-25,4.179574672827238e-27
2226,1.1518697269804103e-24,3.599267433328097e-24
2227,9.958245951015443e-25,4.544089539779263e-26
2228,1.699925886942657e-24,9.862717639772854e-28
2229,9.258779419494405e-25,5.562439495617389e-27
2230,1.954584439669626e-24,4.630448500924708e-27
2231,6.893320402332082e-25,8.730789991529399e-26
2232,4.806307440482891e-25,3.488568935804364e-26
2233,1.790212526756881e-24,2.9171846633626214e-27
2234,3.449613485118813e-26,1.023340721780734e-26
2235,8.967685106983367e-25,4.8044551623902464e-27
2236,1.651170959253678e-25,3.876355596592457e-26
2237,1.965067507064112e-25,4.051687172244247e-26
2238,1.4895460076638953e-24,6.569679334836211e-27
2239,1.3042537276539724e-25,2.150426837319649e-26
2240,1.156872294978634e-24,4.383027319758098e-27
2241,1.0768484699162104e-24,7.268067194465288e-26
2242,1.6800694544751515e-26,4.347910209916336e-25
2243,1.2710789568029664e-24,4.616158339122771e-27
2244,1.1019933623982329e-24,7.47596397958799e-26
2245,9.905971346433615e-25,7.570815279335091e-27
2246,8.368444828923169e-25,1.8908322844991822e-25
2247,7.310277632714377e-25,2.401341857890118e-25
2248,7.513307959521833e-25,4.123349378901211e-24
2249,1.1444742468585026e-24,4.4774301002492e-25
2250,5.088700876307089e-25,3.730997453981999e-27
2251,1.1071046659594597e-24,4.332968947664811e-26
2252,1.1882800105326088e-24,8.833967109306203e-25
2253,1.3546077569933132e-26,1.989147671726589e-26
2254,1.4584159257400889e-25,6.289384712373345e-25
2255,4.422426450355995e-26,1.5681351294637277e-25
2256,7.604550692914915e-26,2.8859964038260546e-25
2257,6.6891969421100315e-25,1.0601244042156674e-25
2258,1.6628653754786442e-25,1.1496266248323323e-27
2259,1.0895082231176403e-25,1.65440576648604e-25
2260,2.0200786377957975e-26,7.908222004227181e-25
2261,3.4385740828456598e-25,7.097474098036554e-24
2262,7.457396819818529e-25,1.928436433060762e-24
2263,6.4857920316616755e-25,2.4268357512496782e-26
2264,5.873302746273008e-25,5.481948156985328e-27
2265,4.9793256733271515e-25,5.474408083596924e-24
2266,4.381462991040053e-25,1.9109819030389367e-23
2267,3.608196819466542e-25,9.43219863307803e-25
2268,5.1641182887962205e-25,1.2545960054529081e-23
2269,2.7635234562933283e-25,4.7108264296235666e-27
2270,7.190740065043509e-25,2.1213402798225736e-26
2271,1.6444828061115772e-25,2.3050182546466428e-26
2272,3.709081906821816e-25,2.2338495393021025e-26
2273,1.0266565650592596e-26,2.0776824102823252e-24
2274,1.8100248216605732e-26,1.3476789426843598e-25
2275,3.2314407687770655e-25,2.639479124783693e-24
2276,9.703461496532788e-26,5.543991157337669e-25
2277,7.04790228944529e-26,1.1624533820932544e-25
2278,6.660987209589039e-26,7.753751511747428e-26
2279,9.395815655604115e-26,2.9393228504615895e-26
2280,4.307377890480136e-25,1.5135759730579594e-23
2281,3.9811222239128e-25,1.38478137831152e-26
2282,3.4658766640885e-25,5.816019462271617e-26
2283,3.1528672656728325e-25,1.7344034152003755e-25
2284,2.7159384418255663e-25,4.2989619462178975e-25
2285,2.363714143388754e-25,9.820133858392816e-26
2286,2.0524587490970865e-25,6.740608934743917e-26
2287,1.668443742677427e-25,8.783792959871653e-25
2288,1.4052104984765556e-25,2.6845849837552174e-24
2289,1.1398880913869745e-25,1.8781759747325568e-26
2290,6.191493713159685e-26,3.331857267851941e-24
2291,2.770150131227098e-25,2.938561371534788e-23
2292,1.3815449797799292e-25,2.4910156129515562e-24
2293,4.1509824794618267e-26,1.2420848686938204e-24
2294,1.2950542058438597e-26,6.19549233280356e-25
2295,1.1398303948101046e-25,1.6249680853906774e-27
2296,6.949372607944256e-26,7.888246164260733e-25
2297,2.3553595882918442e-26,1.1193895425485951e-24
2298,2.388028815830855e-25,3.874429938734835e-25
2299,1.2336437710277421e-25,6.889108800942502e-24
2300,1.8033505521918274e-25,2.2760775355010907e-25
2301,2.742485855160775e-25,5.5270496221486266e-24
2302,1.4373865075157054e-25,1.4890268700213498e-24
2303,3.4060936968053566e-25,2.6841781695085166e-25
2304,2.1337553279301914e-25,1.745798666271566e-23
2305,1.5908843610413176e-25,6.163755941878002e-26
2306,1.214385383411201e-25,1.5045268432367749e-24
2307,6.327153754347842e-25,1.8207100963036396e-23
2308,2.376197557784382e-25,2.96866314255122e-26
2309,1.1828113327078725e-24,2.812530801118564e-26
2310,6.622050697565176e-25,1.2684274684641798e-24
2311,1.2050515030984098e-25,5.573598347489966e-24
2312,4.535891891873203e-25,6.4581540480250695e-24
2313,7.18270745200598e-25,2.8306576060929704e-25
2314,2.9130584797443574e-25,9.571824607266444e-26
2315,4.841672662277426e-25,6.690426625501745e-24
2316,1.7574335604473954e-24,3.486780953876278e-25
2317,4.402459207455705e-25,3.7354540097757166e-25
2318,1.1711611138642472e-24,5.34209145079808e-24
2319,3.463324582747737e-24,1.7430932719981804e-23
2320,3.5340903761005576e-25,2.4212074457588854e-24
2321,5.505975012444821e-24,2.48777564787379e-26
2322,5.0023292035374945e-25,1.944537734430051e-24
2323,3.2115292234221445e-24,3.5245889679653686e-26
2324,6.485285714278568e-25,5.07159448326499e-26
2325,8.915503390229725e-24,1.6071458699507042e-27
2326,1.8989303647022132e-25,6.517266075226365e-26
2327,4.954582390230771e-24,5.517887613495768e-25
2328,1.4856931498887097e-24,6.903853303867058e-24
2329,4.490211704556203e-24,1.8705781268587225e-23
2330,3.434659188485579e-25,1.9862382440254576e-26
2331,5.7280603641610285e-25,4.7001953365393645e-26
2332,4.093230741542669e-24,3.436923005853314e-25
2333,9.599763779706783e-26,1.7157799368033172e-24
2334,5.919935623365456e-26,2.857419401263874e-25
2335,6.397739221141339e-26,1.955266383963774e-26
2336,6.907361245371443e-26,2.9184682629580604e-24
2337,3.1795844153180985e-25,2.088344534025874e-26
2338,4.0701e-25,1.8375261787446325e-24
2339,8.618505339769145e-24,1.8821266502589866e-23
2340,1.189975792783835e-24,3.5225479409603475e-26
2341,2.5676403499560994e-24,6.155370640446444e-24
2342,2.2561318330368504e-24,5.372343014811081e-24
2343,3.9357916950341734e-25,6.824801233587384e-24
2344,5.875820878707284e-25,5.764578988809968e-27
2345,1.0471206053462282e-24,7.85122104432889e-26
2346,1.1105464144670154e-23,5.311917642189519e-26
2347,1.6673724523804659e-25,1.947990037361569e-23
2348,1.0247729941043336e-24,7.591242421119009e-26
2349,4.671632777492344e-25,7.309693476191467e-26
2350,3.644282440302176e-24,8.168649017839465e-27
2351,3.2996234426968035e-24,8.273479876377573e-25
2352,4.753208086696448e-24,1.3721413134978857e-24
2353,2.09300469525034e-25,5.607005222022117e-25
2354,1.7000913900884233e-25,6.400539109659094e-25
2355,6.756452224269878e-25,5.003014306033132e-24
2356,8.837987894527414e-25,5.156440907234334e-27
2357,7.547794440787976e-24,7.667380507053737e-24
2358,1.2043922692447535e-25,4.081083488655218e-27
2359,3.9147905577988683e-25,2.5025802885736842e-26
2360,1.7954827586200915e-24,2.320716569376386e-26
2361,6.538219154971116e-25,1.9954820330993326e-26
2362,6.206157374076027e-24,6.67218913313561e-24
2363,1.0441596887730346e-25,1.4033444133973746e-26
2364,1.7751551246502158e-23,5.939738276048129e-27
2365,5.132413189774232e-25,4.961471586241038e-27
2366,3.843736883620302e-24,4.689457156901357e-27
2367,3.678111111112346e-25,1.7179581652989395e-24
2368,2.0796688256106213e-24,1.9419214509384126e-26
2369,9.338371983530944e-24,1.8741120315181095e-26
2370,2.111208814270798e-25,1.4270349761451458e-26
2371,1.576976897689815e-25,1.7322567311654104e-24
2372,1.1167864084696302e-23,1.4732344076310129e-24
2373,7.970996225099761e-25,4.276507642146529e-25
2374,2.667531554316615e-24,5.650761965228198e-27
2375,3.951152617307945e-24,3.7705230280798315e-27
2376,7.988347830150659e-24,5.537166186859007e-27
2377,7.843152889840622e-24,3.739423808151024e-27
2378,4.2720190010544405e-25,8.317911200357276e-27
2379,6.240485003784393e-24,2.9475167203667416e-24
2380,4.503472584855327e-25,1.345709971289488e-27
2381,1.771266304470434e-24,2.6156061681946018e-27
2382,2.4403400848750327e-25,3.389549279720427e-27
2383,1.6277091839487144e-24,1.752761576811339e-27
2384,2.199921937889956e-24,2.1277172764020267e-27
2385,1.1043099524156616e-24,5.070716657979759e-27
2386,1.2231900311524408e-24,1.8948759459104127e-27
2387,1.0063587826672803e-24,9.354381381850345e-27
2388,2.007551032307434e-25,5.846694169014783e-27
2389,4.959743378020961e-25,3.862255279648226e-27
2390,2.05261758916138e-25,1.849373908625312e-26
2391,1.260259640142028e-25,2.6312317262439692e-27
2392,2.095598878907251e-25,2.55368086932915e-27
2393,1.0993679091591782e-25,1.3406094904586798e-27
2394,9.251654722246366e-26,1.5562667901958985e-27
2395,5.440243266151285e-26,1.9112231613355207e-27
2396,5.058215158298254e-26,3.1148915736212412e-27
2397,5.058437668788114e-26,3.951773168450872e-27
2398,5.058660179277973e-26,3.420490276747767e-27
2399,5.058882689767833e-26,3.4282195024573605e-27
2400,5.0591052002576926e-26,6.730591083331967e-27
2401,5.0593277107475526e-26,5.902901191817376e-27
2402,5.059550221237412e-26,5.202361852036753e-27
2403,5.059772731727272e-26,1.790447584127184e-26
2404,5.0599952422171314e-26,3.389648084342269e-27
2405,5.0602177527069914e-26,8.66373289719039e-27
2406,5.060440263196851e-26,6.231671152297191e-27
2407,5.060662773686711e-26,7.40776272899247e-27
2408,5.06088528417657e-26,2.9842031136843534e-27
2409,5.06110779466643e-26,4.239261159725379e-27
2410,5.0613303051562897e-26,7.915777620944983e-27
2411,5.0615528156461497e-26,3.961920491308901e-27
2412,5.061775326136009e-26,1.420457607363293e-27
2413,5.061997836625869e-26,1.460634981958495e-27
2414,5.0622203471157285e-26,1.1826582253240115e-26
2415,5.0624428576055885e-26,1.2016702591457287e-27
2416,5.062665368095448e-26,2.1461732212758444e-27
2417,5.0628878785853074e-26,4.648021046324518e-27
2418,5.0631103890751674e-26,6.950668662483455e-27
2419,5.063332899565027e-26,1.24658822809695e-27
2420,5.063555410054887e-26,3.129438287167387e-27
2421,5.063777920544746e-26,3.845493894807148e-27
2422,5.064000431034606e-26,1.8077527892457558e-26
2423,5.0642229415244656e-26,1.49906929196948e-27
2424,5.0644454520143256e-26,1.5428217954462535e-26
2425,5.064667962504185e-26,2.1811510969079558e-26
2426,5.064890472994045e-26,2.0415157723736297e-27
2427,5.0651129834839044e-26,1.9828933488379188e-26
2428,5.0653354939737644e-26,2.2697780768814142e-26
2429,5.065558004463624e-26,2.359889728458851e-26
2430,5.065780514953484e-26,6.169252892589788e-26
2431,5.066003025443343e-26,5.2520213357370626e-27
2432,5.066225535933203e-26,6.45379985283359e-26
2433,5.0664480464230627e-26,3.5891131516087156e-26
2434,5.0666705569129227e-26,9.305567357229703e-26
2435,5.066893067402782e-26,5.707576719862713e-26
2436,5.067115577892642e-26,1.591420153625285e-25
2437,5.0673380883825015e-26,1.3360023929673345e-25
2438,5.0675605988723615e-26,3.24046831887615e-25
2439,5.067783109362221e-26,2.3787290845873884e-25
2440,5.068005619852081e-26,1.0412744000312485e-24
2441,5.0682281303419404e-26,6.330746695907233e-26
2442,5.0684506408318e-26,5.341094460672117e-26
2443,5.06867315132166e-26,2.0730554062593613e-25
2444,5.068895661811519e-26,3.01230989144201e-24
2445,5.069118172301379e-26,2.503040792413094e-25
2446,5.0693406827912386e-26,2.313289795143236e-26
2447,5.0695631932810986e-26,2.0024048302325083e-25
2448,5.069785703770958e-26,1.8541921848112106e-25
2449,5.070008214260818e-26,1.9214701908687624e-27
2450,5.0702307247506775e-26,2.4304501400831424e-26
2451,5.0704532352405375e-26,4.132256455968757e-26
2452,5.070675745730397e-26,3.31748154232398e-24
2453,5.070898256220257e-26,2.535388367686318e-24
2454,5.0711207667101163e-26,2.2569829490287673e-27
2455,5.0713432771999763e-26,2.375842180913769e-26
2456,5.071565787689836e-26,2.2037211448651836e-24
2457,5.071788298179696e-26,3.1608004370694562e-24
2458,5.070603515360292e-26,2.8274402439264864e-23
2459,5.041855066749792e-26,5.467099236565414e-27
2460,5.218291502566259e-26,4.3122100521381414e-23
2461,5.510763116553037e-26,3.2741163465035283e-24
2462,5.941497896111361e-26,1.6675525395737482e-26
2463,6.566081000534351e-26,5.121652690503371e-26
2464,6.477056489902624e-26,3.137942549363593e-25
2465,5.424779344422429e-26,2.972149059200971e-25
2466,5.432170179746071e-26,1.988537989708125e-25
2467,6.667931444419033e-26,1.2335434444034444e-26
2468,7.740373951398821e-26,1.6873247724001795e-25
2469,8.380937352760901e-26,1.6536862828096846e-22
2470,8.78287467423371e-26,1.6640855446382872e-24
2471,9.138493031187937e-26,2.7131303170243525e-23
2472,9.356892469318958e-26,8.371322013859207e-25
2473,9.289349821034694e-26,6.070550843728337e-25
2474,6.170646210433143e-26,3.4216268100888815e-24
2475,7.7237063912162e-26,1.1936008736647624e-23
2476,8.613818871030271e-26,4.1156575932945424e-24
2477,1.1206096007188125e-25,5.035912525882811e-23
2478,1.2050742537326316e-25,3.932495745679362e-23
2479,1.0255460384374711e-25,2.763181990865987e-23
2480,1.3512990983962992e-25,3.1637761118220604e-23
2481,1.168317615080741e-25,4.619072440991966e-27
2482,1.0609877349169983e-25,4.7228037056963405e-23
2483,9.908856315691783e-26,2.2046317776680277e-24
2484,5.985526921957288e-26,1.0154770113137429e-22
2485,1.4622030574943123e-25,1.7064617074798364e-25
2486,1.6058952198485538e-25,4.37212386045029e-23
2487,1.66128261565429e-25,2.0360056231162963e-24
2488,1.1628486544675022e-25,1.2679943337952828e-23
2489,9.728492552976725e-26,1.9321882234510123e-23
2490,1.3406182504190718e-25,3.9569519174563024e-24
2491,1.4461458298184382e-25,5.605035856678582e-24
2492,1.9379380937724068e-25,1.861262244817591e-24
2493,2.1285724755315835e-25,9.23786752186609e-26
2494,2.2991125107916336e-25,5.32388690095948e-23
2495,1.8188678575734423e-25,1.5832327231844664e-22
2496,1.5614959676661515e-25,3.841496860021065e-22
2497,7.512468134445687e-26,3.2953095431524425e-26
2498,2.425837206021519e-25,1.8849293297152963e-22
2499,2.4410380584897643e-25,8.76007276498367e-25
2500,2.4642609262188132e-25,1.841505626040634e-26
2501,1.4287300927484893e-25,1.9630749706045091e-25
2502,1.4389672286809474e-25,2.147454096828168e-27
2503,2.6947378495569266e-25,8.754087849588625e-25
2504,2.9193050573722423e-25,3.701728050809601e-23
2505,2.763604744305459e-25,5.249973609907362e-25
2506,2.2195446779369076e-25,3.84689498387529e-25
2507,2.176419957998664e-25,1.681176560054757e-25
2508,1.7647645534434518e-25,1.3481484537929416e-23
2509,2.163183113348431e-25,1.8804647616033517e-25
2510,2.561280213133263e-25,4.78173997374411e-24
2511,5.719011518516602e-26,5.589870128935261e-26
2512,7.02624063312367e-26,3.1099051191507203e-22
2513,7.923098944135504e-26,1.89736233909756e-24
2514,6.681135014390637e-26,7.083863886330168e-25
2515,3.4831490005479184e-25,1.2702955491628546e-24
2516,3.558581327374226e-25,5.9054848041858835e-24
2517,3.641034779300389e-25,4.901925283116304e-24
2518,2.8229586288928733e-25,3.379333672938397e-25
2519,1.9858788986390168e-25,8.933199817565111e-23
2520,4.047116899937894e-25,6.882372069497657e-25
2521,3.169545261250391e-25,1.0155129640294398e-24
2522,3.293468513077222e-25,9.912127572207383e-25
2523,1.7303643455551206e-25,3.994212974141405e-23
2524,1.9690090216977962e-25,4.0822367180080104e-23
2525,1.8715443726890694e-25,3.455582447159648e-25
2526,3.583319357975131e-25,3.1176459537985904e-25
2527,2.890912656079928e-25,3.1622042546565514e-26
2528,5.667885269064455e-25,1.9344661576344092e-25
2529,5.853329279415436e-25,7.57587957332349e-24
2530,5.709513829611278e-25,3.978746239795519e-24
2531,4.842115968052553e-25,7.965465633533454e-26
2532,1.784422440098084e-25,4.700032418577265e-27
2533,2.396687229820221e-25,6.20336939802801e-26
2534,3.043662104967192e-25,2.749845491073545e-26
2535,3.8483135764084006e-25,1.7580780994338463e-25
2536,4.320318780236639e-25,4.105527624794546e-25
2537,3.837271365459608e-25,8.770719922660429e-26
2538,3.048217685638633e-25,1.3401536965438065e-26
2539,6.369898990740988e-26,1.6959788875074875e-25
2540,1.2966112920096956e-25,5.5564365679812875e-27
2541,2.364417852808033e-25,2.71115687363927e-26
2542,2.566861700765227e-25,1.050971504435217e-24
2543,5.472379371616691e-25,9.496980277858006e-27
2544,6.901967320265102e-25,1.0559839772783505e-26
2545,4.221047736891719e-25,2.690019813517959e-26
2546,5.084842043235606e-25,1.6525409358871168e-26
2547,6.834141909953251e-25,2.567793287478169e-26
2548,7.969911100520389e-25,1.5706694523392343e-26
2549,7.969632226864134e-25,1.1502799999838166e-27
2550,2.1518555376719726e-25,1.5172548107594632e-25
2551,4.361512058464692e-25,7.887879890797205e-27
2552,1.104779267092935e-25,3.4425272373850436e-26
2553,1.2598128648983678e-25,4.9706712971596726e-27
2554,5.037969519642625e-25,1.8214194412997793e-26
2555,8.1675921076345965e-25,6.801706558268067e-27
2556,9.079498480841254e-25,3.745910666062466e-26
2557,4.527619762317761e-25,1.1738409014470122e-26
2558,6.306608305756056e-25,1.8314123295198705e-25
2559,8.740930616462857e-25,2.785835150347308e-25
2560,1.0067606806771462e-24,3.7119324378066225e-25
2561,2.5355779002352895e-25,1.6770203622405626e-27
2562,1.3060258273165616e-24,3.586321977965448e-26
2563,3.3302193907770294e-25,4.433338841290389e-27
2564,7.571208788019069e-26,2.4504783340423742e-26
2565,2.511633634223106e-25,6.896693384648393e-26
2566,2.4613936449413877e-25,1.56844497056771e-25
2567,2.135861277324616e-25,7.078694127847619e-27
2568,2.5543196410213023e-25,8.388322911940496e-26
2569,4.2101173694832705e-25,4.815158811934761e-27
2570,5.649711691836476e-25,9.542453096286276e-27
2571,2.8983609410925517e-25,1.6303311073448445e-26
2572,1.1523837873350979e-24,3.332145033409912e-27
2573,7.897336760943474e-25,2.0107480017754974e-27
2574,1.1532334527450798e-24,6.033902670324075e-27
2575,1.466607422162566e-25,1.8954209251155555e-26
2576,1.4818053096164308e-24,5.003408115220772e-26
2577,1.1943674264492131e-25,1.800888009723901e-27
2578,3.020176859885902e-25,3.449403336529531e-26
2579,9.02023154701711e-25,1.0151551121058637e-27
2580,1.7418494215991872e-25,2.649596973251249e-27
2581,3.447031271500959e-25,2.280979359843121e-26
2582,7.219972186974467e-25,2.1491228855566222e-27
2583,1.6406773540055734e-25,4.978976538396935e-27
2584,7.538722807720128e-25,4.5109990995813996e-26
2585,8.354350368604286e-25,8.90678058231916e-27
2586,4.839837286424794e-25,1.4838398995413407e-27
2587,1.1193838526440189e-24,3.140699874615559e-26
2588,8.82028797473992e-25,7.223945308198653e-27
2589,1.2095917901170017e-24,1.5295123017872013e-26
2590,2.0496479222145922e-24,8.266592673317151e-27
2591,1.5677280225421045e-25,2.283158508669754e-27
2592,2.8754502189812667e-25,1.6012686302085015e-26
2593,1.5750332750074844e-24,2.8178183528522437e-27
2594,2.5025726641254404e-25,1.19799791697381e-26
2595,1.3734078499382714e-24,1.3645095416740846e-27
2596,1.2035128283415192e-24,2.1678352483925615e-27
2597,9.68045153522872e-25,2.952543069486243e-26
2598,1.0366320662567377e-24,3.4295346110184005e-27
2599,6.520569004091786e-25,6.224670152104999e-26
2600,1.4987549370552274e-24,4.271312558229515e-27
2601,8.169777318423287e-25,5.722702736597855e-27
2602,8.172893719827442e-25,1.8130522062465515e-27
2603,1.1842628129744488e-24,5.560705739766774e-26
2604,3.86372344240296e-25,9.846679196192818e-27
2605,5.297106212030101e-25,3.596776066379373e-27
2606,1.5622722927009905e-25,2.7185959330002534e-26
2607,1.8533515196733448e-24,1.2016228508948564e-26
2608,3.1495812114965043e-24,3.951961631537606e-27
2609,3.0428180304649186e-24,4.9594020857679625e-26
2610,2.780226564885318e-24,1.585556999354732e-26
2611,2.675795204125162e-24,1.5806354993179466e-27
2612,1.0614210828080019e-24,1.142639386195296e-27
2613,9.386462424689907e-25,2.581656960509598e-27
2614,8.656969791948666e-25,1.9037993122783782e-26
2615,3.8810642827271403e-25,3.3557687346175754e-27
2616,3.729589404371889e-24,5.485041712108786e-27
2617,6.54701157081769e-25,3.0859541456575023e-27
2618,1.7273608130129552e-24,2.4044833230778684e-26
2619,4.9384109695150516e-24,1.95334796626772e-27
2620,9.314588963359798e-25,3.2346337394620635e-26
2621,1.593964331004788e-24,5.0897146855656523e-26
2622,4.153470371751398e-24,9.317521710405482e-27
2623,8.685476626829169e-25,1.4351704196694506e-27
2624,6.029531191799867e-25,1.4545611977406518e-25
2625,4.3186019248592495e-25,1.2281312935259477e-26
2626,8.832300376475363e-25,8.71055017789149e-27
2627,9.347473343371799e-25,1.2908875264979569e-27
2628,2.7483849268797993e-24,1.2901965657248677e-26
2629,1.0897149339335286e-24,2.0627194103271996e-26
2630,4.8245383890651074e-24,2.6688175594464387e-27
2631,4.288180849043233e-24,2.6581423279624516e-27
2632,2.00201426977847e-25,2.4984567759400452e-27
2633,2.462225370354941e-24,1.4643304029896259e-27
2634,5.274815541793512e-25,5.326431298114185e-27
2635,4.303014862738709e-24,1.8182970761047171e-25
2636,1.0367782895418338e-24,7.497731568611565e-26
2637,1.827182844097097e-24,2.1276663688497177e-26
2638,2.6004239087680997e-25,9.670346666751601e-27
2639,2.5248449044496504e-24,2.7017475931722546e-27
2640,6.906822780195431e-25,7.090083471707101e-27
2641,1.5088488178893924e-24,4.4570922158472694e-27
2642,5.5228636483269335e-25,6.972645394962587e-27
2643,1.6393487227362583e-24,2.340158457754083e-27
2644,2.471389771312219e-25,6.051736556567887e-27
2645,2.086381681402946e-25,1.3015103955442927e-26
2646,2.178019046496339e-24,5.099947098204462e-27
2647,1.1892493792829344e-24,2.7834619750423793e-26
2648,1.4042088289335604e-23,3.142929071679281e-26
2649,1.847382935522236e-23,3.36619217249103e-26
2650,8.533654086892356e-25,3.840103187564087e-26
2651,2.2412660990907338e-24,3.900706080660343e-27
2652,4.5057100830520175e-25,3.55449621049438e-26
2653,1.6162554142966521e-25,8.417818686697289e-27
2654,2.1738669428026167e-25,1.6118340298114803e-25
2655,3.4310363553629507e-25,7.7332283200165395e-25
2656,7.893631761467716e-26,1.1706554111669321e-26
2657,3.0158736689019838e-25,1.898921961758821e-27
2658,6.54264782363131e-25,1.65922065416045e-26
2659,1.6698309296818689e-25,2.6736167326619094e-26
2660,1.9848691972706947e-24,3.012062342710827e-26
2661,3.9225623499446984e-24,1.9456688869575957e-25
2662,1.5545699960638588e-24,1.5599815321238664e-25
2663,9.037465627342533e-25,4.09313947985203e-26
2664,1.3942935759114174e-24,2.896801980205531e-26
2665,1.1435202742655031e-24,2.4812387338622715e-25
2666,1.5930720610689788e-24,6.79005162481059e-27
2667,4.8267265315340375e-24,1.4354729129870185e-27
2668,4.671927742119785e-24,1.8220901743927822e-27
2669,2.0196836908649025e-25,3.428104165114173e-27
2670,1.7714677547027785e-24,1.8444731133954753e-27
2671,1.4150245773492613e-24,5.198524170439251e-26
2672,1.3589686255143097e-25,3.4922512222489657e-26
2673,9.952033687748423e-26,2.1871935646113052e-26
2674,2.8775090843448194e-24,5.3781356693846975e-27
2675,2.5711224621237166e-24,1.4400720129685586e-26
2676,2.37409723985215e-25,5.395195417843897e-27
2677,3.65862350654852e-25,5.020852890405737e-27
2678,4.358225866336695e-25,3.4080207446995765e-26
2679,9.421250668301739e-24,1.830857372292549e-25
2680,2.00831778027521e-24,2.3215283775908472e-26
2681,8.822831708993684e-25,9.616581664852006e-26
2682,9.650781162170096e-24,4.5497569154311814e-26
2683,9.93142891204429e-24,1.0548922971995035e-25
2684,7.187249885542075e-24,1.8968740847026747e-25
2685,8.699443199918577e-25,1.8539338439728244e-24
2686,9.556736360284981e-24,2.1196871502524635e-25
2687,2.4305896598305284e-24,3.9950475680462963e-25
2688,1.4173444571875324e-24,3.6581063096371645e-25
2689,3.234258755581037e-25,3.893441469855602e-25
2690,3.90409261774632e-24,2.070932532784735e-25
2691,6.98210062768441e-26,1.9716237113889365e-25
2692,2.6705726728216263e-25,4.2711177791132645e-26
2693,7.258582985147549e-24,1.7456157459855168e-26
2694,1.843174524656097e-25,5.856713084798143e-26
2695,5.652211787405548e-24,1.7722554739969326e-25
2696,1.767343764796263e-25,8.324776169994818e-26
2697,2.112640106240365e-24,2.205085171745704e-27
2698,4.183597412093524e-25,3.587780508737492e-25
2699,1.1560487521763337e-23,1.502920064085e-24
2700,7.08213389203648e-24,1.3932297977009565e-24
2701,7.4986272670516165e-25,9.728706646555455e-26
2702,1.8684664639453312e-24,1.0328805633104707e-24
2703,1.938579391506126e-24,5.3498086169660205e-27
2704,1.3824321457986918e-24,7.70176099520418e-25
2705,9.470746063495493e-26,4.2896743957195416e-27
2706,3.6435997101956405e-24,9.929084233849769e-26
2707,4.245438313998924e-24,1.5239852803403026e-25
2708,5.919741187412293e-26,4.126584535765015e-26
2709,1.0327628407750918e-25,2.736609372416321e-25
2710,3.059495022508335e-25,1.348515881220139e-24
2711,1.0557757849036441e-24,8.449815824806868e-26
2712,6.0206468524818415e-24,2.986252546805405e-25
2713,5.531467568372427e-26,2.746225891724581e-26
2714,1.4802053132642884e-25,1.1624891918005878e-24
2715,7.703573226671415e-26,7.85199715302786e-27
2716,6.900728510052832e-25,8.728700443833528e-26
2717,7.695334959069219e-24,7.425777552557182e-27
2718,9.909104383756622e-25,1.6194224734044023e-26
2719,8.512778210630233e-25,6.754297332044733e-26
2720,9.040701975578152e-26,2.0362166648545992e-26
2721,2.4007999592067878e-24,6.075691013530274e-27
2722,2.492743384143549e-24,1.831565073093919e-25
2723,6.92443276696212e-26,4.202298773257825e-25
2724,3.8325325343777486e-24,6.240528962542671e-25
2725,4.355949690120354e-24,2.0045442433065954e-25
2726,3.38287155736727e-24,1.4408319013104766e-26
2727,1.1623395642044387e-25,1.5011999143796079e-26
2728,2.5167562974836935e-25,1.574738293837108e-25
2729,8.771418223676438e-25,1.221636829555129e-26
2730,2.3074895576977132e-24,7.122591432909383e-26
2731,7.739654479105928e-25,2.8546424026083794e-25
2732,6.225536409629759e-25,1.9500911280241064e-24
2733,4.405242480712083e-25,2.3291881701311883e-24
2734,2.681329948788987e-24,1.2209768189168249e-24
2735,7.578229236901633e-24,1.909429229947544e-25
2736,4.698048198532684e-25,1.1020273972838963e-25
2737,1.8065586033021357e-25,1.1421684583948215e-25
2738,9.046491622624576e-26,2.961833143232114e-26
2739,6.877635282469407e-26,1.3712880438723293e-25
2740,1.0553761125542565e-25,6.361761960449896e-25
2741,3.810997529444639e-24,2.9469691229916924e-25
2742,1.2242775633696056e-24,4.223122101185964e-25
2743,3.9998598746027694e-24,2.2726329074783818e-26
2744,1.041857011331464e-25,4.0490815246721667e-25
2745,1.8780284382498482e-25,1.8507940177028527e-25
2746,2.328650570417521e-25,1.5129727664603492e-24
2747,6.362983453518044e-24,4.1323608247176286e-26
2748,1.4416860264563345e-25,1.25805132633622e-25
2749,1.2815291684506385e-25,2.068446319740621e-25
2750,1.0720730553776062e-24,5.902722683210789e-25
2751,9.036044122868499e-26,1.4511211763274393e-26
2752,4.5134798129369245e-25,6.086797322468555e-26
2753,5.258665915589748e-26,1.8592403345316495e-26
2754,1.2198976104473683e-25,3.204162419514428e-26
2755,1.014972689600552e-24,3.55867051499461e-26
2756,1.6970906671957433e-25,7.512276753658754e-26
2757,3.5629698175439145e-25,1.1946305030652463e-26
2758,2.4906345523779646e-24,9.032397557682032e-25
