nu,sw
1383.62092,2.101e-24
1383.676015,1.053e-23
1383.676239,1.026e-23
1383.697256,2.229e-24
1383.722781,2.275e-24
1383.796766,4.297e-24
1383.866567,4.399999999999999e-24
1383.891908,2.641e-24
1383.899658,1.214e-24
1383.917746,2.697e-24
1383.929906,5.539e-23
1383.9487,1.536e-26
1383.979049,1.578e-26
1384.016784,5.799e-23
1384.169453,3.118e-24
1384.196637,3.1859999999999998e-24
1384.301334,1.563e-24
1384.303224,2.693e-23
1384.32476,9.953e-25
1384.360576,2.7669999999999996e-23
1384.365809,3.661e-24
1384.393495,3.742e-24
1384.399677,1.113e-24
1384.425974,2.29e-25
1384.463881,2.3260000000000003e-25
1384.46803,9.550999999999999e-24
1384.471648,9.314e-24
1384.475831,3.698e-24
1384.519177,3.7759999999999996e-24
1384.581454,1.432e-26
1384.610669,1.47e-26
1384.61942,4.283e-24
1384.648387,4.379e-24
1384.655382,4.189e-25
1384.691178,4.316000000000001e-25
1384.814148,4.983e-24
1384.843786,5.098e-24
1384.875942,5.368e-23
1384.967461,5.633e-23
1385.047184,5.774e-24
1385.061258,1.1019999999999999e-23
1385.078077,5.91e-24
1385.087865,1.134e-23
1385.104603,3.884e-25
1385.174546,4.3760000000000005e-25
1385.180124,8.383e-24
1385.187047,8.184e-24
1385.226666,1.327e-26
1385.237737,6.655e-24
1385.255049,1.361e-26
1385.269456,6.816e-24
1385.321549,2.921e-23
1385.380774,3.003e-23
1385.452822,7.638e-24
1385.485803,7.827e-24
1385.499562,1.017e-26
1385.557727,4.337e-24
1385.575384,2.858e-25
1385.576664,1.073e-26
1385.602322,4.4299999999999996e-24
1385.614129,2.904e-25
1385.637291,8.721e-24
1385.671246,8.942e-24
1385.812821,7.14e-24
1385.816969,5.1459999999999996e-23
1385.822944,6.978e-24
1385.836452,9.913e-24
1385.843182,1.2210000000000002e-26
1385.870455,1.2520000000000001e-26
1385.871709,1.017e-23
1385.913622,5.414e-23
1386.013436,1.121e-23
1386.049816,1.151e-23
1386.198222,1.2619999999999999e-23
1386.235977,1.296e-23
1386.247474,1.1420000000000001e-26
1386.320795,1.2020000000000001e-26
1386.335055,3.148e-23
1386.366722,1.413e-23
1386.367408,5.914e-24
1386.380611,5.785e-24
1386.396259,3.239e-23
1386.405754,1.452e-23
1386.481438,1.1180000000000001e-26
1386.508011,1.145e-26
1386.538303,1.574e-23
1386.578816,1.6189999999999998e-23
1386.635217,5.058e-24
1386.653728,1.0539999999999999e-23
1386.680355,1.082e-23
1386.681091,5.169e-24
1386.697627,1.745e-23
1386.720084,3.551e-25
1386.739589,1.797e-23
1386.752944,4.875e-23
1386.75969,3.6090000000000003e-25
1386.84013,3.57e-24
1386.845828,4.771e-24
1386.855313,5.1429999999999997e-23
1386.856879,1.924e-23
1386.861978,4.672e-24
1386.900463,1.9829999999999998e-23
1386.914348,3.651e-24
1386.990092,1.262e-26
1387.006568,2.1099999999999998e-23
1387.051797,2.177e-23
1387.059939,1.325e-26
1387.079691,1.016e-26
1387.105147,1.0410000000000001e-26
1387.154137,2.3029999999999998e-23
1387.16428,4.296e-25
1387.201172,2.3779999999999998e-23
1387.201897,4.432e-25
1387.250581,3.755e-24
1387.269525,3.68e-24
1387.293903,2.499e-23
1387.342813,2.5829999999999998e-23
1387.343749,3.371e-23
1387.407048,3.4719999999999996e-23
1387.409042,2.258e-25
1387.430262,2.697e-23
1387.467057,2.294e-25
1387.481212,2.791e-23
1387.559935,2.8939999999999997e-23
1387.584615,2.887e-24
1387.606185,2.831e-24
1387.61304,2.999e-23
1387.683816,4.559e-23
1387.685423,3.088e-23
1387.708128,5.869e-24
1387.727411,1.373e-26
1387.740867,3.204e-23
1387.75533,6e-24
1387.792591,4.825e-23
1387.794051,1.4380000000000002e-26
1387.804912,3.2739999999999996e-23
1387.851252,2.169e-24
1387.860071,4.3899999999999995e-25
1387.86286,3.402e-23
1387.875248,2.129e-24
1387.900563,4.463e-25
1387.919764,3.451e-23
1387.980436,3.591e-23
1388.026733,1.059e-25
1388.029021,3.614e-23
1388.029569,1.956e-25
1388.029595,2.571e-25
1388.054136,1.5949999999999999e-24
1388.059051,1.386e-25
1388.066859,1.044e-25
1388.068309,3.173e-25
1388.080299,1.566e-24
1388.092642,3.767e-23
1388.10086,2.711e-25
1388.105583,2.074e-25
1388.133388,3.76e-23
1388.136202,3.329e-25
1388.141522,1.4790000000000002e-25
1388.153947,1.6520000000000001e-25
1388.155113,3.696e-25
1388.169368,6.766e-25
1388.193036,1.627e-25
1388.197264,1.148e-24
1388.200235,3.926e-23
1388.220775,3.863e-25
1388.224246,6.998e-25
1388.225155,1.129e-24
1388.232382,3.884e-23
1388.24749,2.529e-25
1388.275118,9.683e-24
1388.285549,2.49e-25
1388.2857,8.081e-25
1388.299452,4.0840000000000004e-25
1388.301901,9.931e-24
1388.302093,3.7970000000000003e-25
1388.302761,4.0639999999999997e-23
1388.303434,5.367e-25
1388.313835,7.966e-25
1388.326337,3.983e-23
1388.3396,3.74e-25
1388.347629,3.5859999999999996e-23
1388.350531,5.512e-25
1388.363852,4.254e-25
1388.400612,4.1769999999999995e-23
1388.413151,3.697e-23
1388.415019,4.053e-23
1388.459417,1.473e-26
1388.493611,4.26e-23
1388.498558,4.091e-23
1388.510638,4.296e-25
1388.523086,1.54e-26
1388.530246,1.8950000000000001e-25
1388.57461,4.46e-25
1388.576827,4.092e-23
1388.581968,4.3109999999999997e-23
1388.609517,4.2029999999999995e-23
1388.627382,2.028e-25
1388.649839,4.052e-23
1388.665649,4.3239999999999997e-23
1388.677871,1.0880000000000001e-25
1388.678998,1.865e-25
1388.698836,1.2530000000000001e-25
1388.703103,1.65e-25
1388.708172,1.441e-25
1388.717485,3.9689999999999995e-23
1388.725522,4.465e-23
1388.744794,4.296e-23
1388.776563,6.773e-24
1388.779685,3.84e-23
1388.797685,4.313e-25
1388.819452,4.2229999999999996e-23
1388.825134,6.927e-24
1388.836276,3.662e-23
1388.86195,4.464e-25
1388.887045,3.432e-23
1388.889757,4.1029999999999997e-23
1388.918208,1.3359999999999999e-24
1388.931655,3.148e-23
1388.955837,3.931e-23
1388.969583,2.807e-23
1388.970102,1.389e-24
1388.995342,5.401e-25
1388.999962,2.405e-23
1389.017881,3.704e-23
1389.019514,7.574e-24
1389.021241,1.937e-23
1389.030294,1.393e-23
1389.036748,5.492e-25
1389.061869,1.047e-25
1389.07614,3.419e-23
1389.130979,3.07e-23
1389.145061,1.1730000000000001e-25
1389.16918,4.142e-25
1389.182945,2.654e-23
1389.186097,1.561e-26
1389.227056,1.307e-25
1389.232933,2.159e-23
1389.234355,4.276e-25
1389.247002,1.6280000000000002e-26
1389.282514,1.574e-23
1389.308959,1.442e-25
1389.334834,8.701e-24
1389.346697,3.7899999999999995e-23
1389.39239,1.5670000000000002e-25
1389.414583,3.9109999999999996e-23
1389.479805,1.6620000000000001e-25
1389.529955,3.814e-23
1389.575175,1.681e-25
1389.633208,3.815e-25
1389.65419,4.068e-23
1389.670049,2.169e-24
1389.685427,1.534e-25
1389.68718,4.265e-25
1389.699793,3.9270000000000004e-25
1389.719395,2.259e-24
1389.72717,4.406e-25
1389.824102,1.047e-25
1389.840421,7.774e-24
1389.890415,7.954e-24
1389.907425,1.634e-26
1389.931755,8.581e-24
1389.958158,8.773e-24
1389.96575,1.702e-26
1390.001247,2.872e-24
1390.079974,2.934e-24
1390.125897,6.613000000000001e-25
1390.168243,6.726e-25
1390.197365,3.376e-25
1390.265668,3.4640000000000003e-25
1390.34095,3.978e-23
1390.404765,3.135e-24
1390.411357,4.1089999999999996e-23
1390.445008,3.399e-23
1390.45154,3.266e-24
1390.578698,3.642e-23
1390.623381,1.6920000000000001e-26
1390.679289,1.7600000000000002e-26
1390.869218,2.878e-25
1390.899755,8.874e-24
1390.938826,2.941e-25
1390.951224,9.083e-24
1391.149621,4.197e-24
1391.194323,4.369e-24
1391.251732,8.057e-25
1391.295049,8.198000000000001e-25
1391.330388,4.1449999999999996e-23
1391.333926,1.734e-26
1391.354507,2.966e-23
1391.387563,1.8010000000000002e-26
1391.403486,4.287e-23
1391.499182,3.1959999999999996e-23
1391.594678,2.586e-24
1391.616708,1.372e-25
1391.630349,7.352e-24
1391.694255,4.9379999999999996e-24
1391.72558,2.406e-25
1391.867969,5.31e-24
1391.910374,5.5229999999999996e-24
1391.954505,1.0069999999999999e-23
1392.007508,1.032e-23
1392.039038,1.7600000000000002e-26
1392.090531,1.8250000000000003e-26
1392.21627,4.0940000000000003e-25
1392.258222,2.525e-23
1392.25922,4.238e-25
1392.315003,4.2879999999999996e-23
1392.372847,9.768e-25
1392.390986,4.4399999999999995e-23
1392.415818,2.739e-23
1392.417164,9.942000000000001e-25
1392.550665,1.832e-25
1392.608105,6.438e-24
1392.631767,1.8990000000000001e-25
1392.64885,6.689999999999999e-24
1392.702703,2.1650000000000003e-25
1392.738658,1.7690000000000003e-26
1392.788122,1.8330000000000002e-26
1393.004695,1.1369999999999999e-23
1393.059294,1.165e-23
1393.155819,2.086e-23
1393.279426,2.244e-24
1393.294791,4.4019999999999997e-23
1393.306854,7.539e-24
1393.328247,1.7409999999999998e-23
1393.328849,2.2799999999999997e-23
1393.345457,7.826e-24
1393.362713,2.289e-24
1393.373873,4.5639999999999996e-23
1393.377941,6.102e-24
1393.412274,6.216e-24
1393.432765,1.763e-26
1393.480302,1.824e-26
1393.489239,1.178e-24
1393.507291,2.148e-23
1393.534572,1.2e-24
1393.579071,1.4080000000000001e-25
1393.660882,1.832e-25
1393.662796,1.449e-25
1394.045579,8.587e-24
1394.046813,1.659e-23
1394.050287,1.2759999999999999e-23
1394.082909,8.904e-24
1394.106552,1.308e-23
1394.121271,1.7420000000000003e-26
1394.15015,1.452e-23
1394.16697,1.8e-26
1394.238614,1.831e-23
1394.269743,4.484e-23
1394.316015,1.751e-23
1394.352164,4.6549999999999996e-23
1394.566559,1.357e-25
1394.600906,1.415e-24
1394.64734,1.441e-24
1394.720229,9.542e-24
1394.736229,1.043e-25
1394.744094,3.7960000000000003e-25
1394.755466,9.883999999999999e-24
1394.790629,3.9360000000000003e-25
1394.804163,1.7060000000000002e-26
1394.823688,1.069e-25
1394.848105,1.761e-26
1394.930459,1.256e-23
1394.969471,1.1929999999999999e-23
1395.09129,1.4239999999999998e-23
1395.120493,1.409e-23
1395.145607,1.402e-23
1395.149294,1.4599999999999998e-23
1395.181834,4.913e-24
1395.216979,5.0109999999999996e-24
1395.239847,4.5289999999999997e-23
1395.321524,1.195e-25
1395.325878,4.709e-23
1395.343416,1.214e-25
1395.462209,1.0399999999999998e-23
1395.481306,1.658e-26
1395.49656,1.0759999999999999e-23
1395.523558,1.7090000000000002e-26
1395.614947,1.507e-25
1395.637218,1.532e-25
1395.707848,1.6889999999999998e-24
1395.755386,1.721e-24
1395.783504,9.549e-24
1395.805555,8.867e-24
1395.921104,1.109e-23
1395.934268,1.8940000000000001e-25
1395.957451,1.925e-25
1396.050577,1.005e-23
1396.106655,1.1109999999999999e-23
1396.127679,1.5799999999999998e-23
1396.138859,1.148e-23
1396.152712,1.598e-26
1396.18569,1.043e-25
1396.187503,1.621e-23
1396.193335,1.646e-26
1396.205088,4.536e-23
1396.22109,2.369e-25
1396.226184,1.059e-25
1396.2448,2.409e-25
1396.295036,4.7229999999999995e-23
1396.524363,2.95e-25
1396.548898,3.001e-25
1396.591843,7.381e-24
1396.67003,5.635e-24
1396.67301,1.707e-24
1396.71779,8.459e-24
1396.760866,1.74e-24
1396.803154,3.658e-25
1396.81006,2.008e-24
1396.818161,1.529e-26
1396.828294,3.722e-25
1396.857205,1.573e-26
1396.858279,1.1699999999999998e-23
1396.858745,2.046e-24
1396.890012,1.208e-23
1396.95473,6.522e-24
1397.049495,3.842e-24
1397.08658,3.917e-24
1397.091956,4.516e-25
1397.117913,4.596e-25
1397.159453,1.743e-23
1397.165448,4.501e-23
1397.221183,1.789e-23
1397.259662,4.696e-23
1397.263594,3.394e-25
1397.314391,3.526e-25
1397.35218,1.314e-25
1397.361889,5.551e-25
1397.388516,5.6510000000000005e-25
1397.393541,1.3340000000000001e-25
1397.394518,5.447e-24
1397.464426,1.2109999999999999e-23
1397.47772,1.451e-26
1397.49385,1.2499999999999999e-23
1397.510411,6.178e-24
1397.515228,1.492e-26
1397.519945,2.986e-24
1397.637212,6.792e-25
1397.664668,6.917000000000001e-25
1397.86014,3.558e-24
1397.897722,8.274e-25
1397.907543,2.374e-24
1397.92591,8.429000000000001e-25
1397.935111,1.0910000000000001e-25
1397.950795,1.053e-25
1397.957417,2.4199999999999998e-24
1398.120903,4.4239999999999995e-23
1398.131031,1.3670000000000002e-26
1398.160304,1.004e-24
1398.167032,1.405e-26
1398.186594,1.9099999999999998e-23
1398.189346,1.023e-24
1398.191636,3.777e-24
1398.219782,4.624e-23
1398.234221,1.2399999999999999e-23
1398.250326,1.9619999999999998e-23
1398.263642,1.2789999999999999e-23
1398.298827,4.251e-24
1398.346665,1.055e-24
1398.411001,1.212e-24
1398.439014,1.066e-25
1398.440837,1.235e-24
1398.443126,1.0220000000000001e-25
1398.513883,1.6470000000000002e-25
1398.556135,1.673e-25
1398.661412,1.456e-24
1398.692138,1.485e-24
1398.770747,1.314e-24
1398.778253,1.2790000000000001e-26
1398.791546,1.251e-23
1398.812773,1.3130000000000002e-26
1398.818379,1.2889999999999999e-23
1398.82371,1.233e-25
1398.838071,1.188e-25
1398.902035,1.742e-24
1398.933621,1.777e-24
1398.983304,2.397e-24
1398.988442,2.9219999999999998e-24
1399.000293,2.7919999999999998e-24
1399.028014,2.977e-24
1399.051402,2.847e-24
1399.071423,4.3039999999999996e-23
1399.082914,2.685e-24
1399.140721,2.075e-24
1399.173244,2.118e-24
1399.175428,4.508e-23
1399.201596,1.052e-25
1399.209096,2.081e-23
1399.224218,1.018e-25
1399.274934,2.1389999999999998e-23
1399.324011,1.183e-25
1399.324085,1.131e-25
1399.371105,2.461e-24
1399.404557,2.512e-24
1399.418806,1.1870000000000001e-26
1399.451852,1.217e-26
1399.590641,1.252e-23
1399.598416,2.904e-24
1399.618013,1.2879999999999999e-23
1399.632864,2.966e-24
1399.670797,2.0550000000000002e-25
1399.710527,1.386e-25
1399.713967,2.088e-25
1399.723195,1.3320000000000001e-25
1399.768143,2.919e-25
1399.769607,1.325e-24
1399.818469,3.411e-24
1399.82395,3.04e-25
1399.853922,3.486e-24
1399.862566,1.482e-24
1400.016972,4.141e-23
1400.034684,3.989e-24
1400.053009,1.094e-26
1400.071203,4.078e-24
1400.084585,1.1210000000000002e-26
1400.085711,1.234e-23
1400.08831,3.267e-24
1400.092891,1.214e-25
1400.110087,1.269e-23
1400.115226,1.1720000000000001e-25
1400.126635,4.348e-23
1400.140699,3.333e-24
1400.179473,1.2659999999999999e-24
1400.202349,1.2460000000000001e-25
1400.207515,1.308e-25
1400.226944,2.2529999999999998e-23
1400.244364,4.643e-24
1400.271875,1.29e-24
1400.281973,4.749e-24
1400.295002,2.317e-23
1400.449704,5.378e-24
1400.488465,5.504e-24
1400.550615,5.699e-25
1400.595599,1.551e-25
1400.606094,1.4870000000000002e-25
1400.637696,6.417e-25
1400.649008,6.201e-24
1400.679922,9.999999999999999e-27
1400.688956,6.349e-24
1400.710009,1.0240000000000001e-26
1400.82292,2.551e-25
1400.843655,7.115e-24
1400.867034,2.593e-25
1400.884854,7.289e-24
1400.928345,1.2099999999999999e-23
1400.953901,1.243e-23
1400.957502,3.9369999999999996e-23
1400.982334,1.391e-25
1401.004248,1.341e-25
1401.006104,2.162e-24
1401.032605,8.125e-24
1401.048581,2.201e-24
1401.073448,4.144e-23
1401.075103,8.329e-24
1401.077629,1.367e-25
1401.089708,1.44e-25
1401.171589,3.802e-24
1401.216706,9.233e-24
1401.225311,3.881e-24
1401.24013,2.423e-23
1401.260573,9.47e-24
1401.310531,2.494e-23
1401.326369,1.318e-25
1401.344288,1.1679999999999999e-23
1401.362875,1.008e-25
1401.366297,1.2e-23
1401.395339,1.044e-23
1401.40822,1.536e-25
1401.408575,1.075e-25
1401.440638,1.0719999999999999e-23
1401.478986,1.7260000000000002e-25
1401.486663,1.65e-25
1401.569016,1.175e-23
1401.615823,1.2069999999999999e-23
1401.736241,1.0250000000000001e-26
1401.73738,1.3149999999999999e-23
1401.785774,1.352e-23
1401.869932,1.584e-25
1401.89125,1.525e-25
1401.892954,3.695e-23
1401.900734,1.465e-23
1401.949475,1.4930000000000001e-25
1401.950804,1.5069999999999998e-23
1401.970247,3.1510000000000003e-25
1401.970865,1.58e-25
1402.015335,3.204e-25
1402.015917,3.9009999999999996e-23
1402.058881,1.6239999999999998e-23
1402.110721,1.6709999999999998e-23
1402.211995,1.79e-23
1402.223051,1.0930000000000001e-25
1402.248365,1.125e-23
1402.24864,2.5889999999999998e-23
1402.25013,4.402e-24
1402.251561,2.409e-25
1402.265713,1.844e-23
1402.272315,1.1549999999999999e-23
1402.292905,1.1750000000000001e-25
1402.305238,4.496e-24
1402.313215,2.516e-25
1402.32152,2.668e-23
1402.359973,1.9619999999999998e-23
1402.360774,1.913e-25
1402.364759,1.8230000000000001e-25
1402.398187,1.072e-26
1402.415686,2.0239999999999999e-23
1402.475211,1.122e-26
1402.502915,2.1399999999999997e-23
1402.560751,2.2089999999999998e-23
1402.564312,1.066e-23
1402.584004,1.0939999999999999e-23
1402.64077,2.3209999999999998e-23
1402.700872,2.3989999999999998e-23
1402.755698,1.794e-25
1402.773591,2.5029999999999998e-23
1402.77619,1.7230000000000002e-25
1402.817156,1.625e-25
1402.823252,3.418e-23
1402.83612,2.5899999999999996e-23
1402.851419,1.73e-25
1402.862251,1.5640000000000002e-25
1402.901355,2.684e-23
1402.935201,1.557e-25
1402.954108,3.62e-23
1402.966489,2.7799999999999996e-23
1403.024091,2.8609999999999996e-23
1403.092029,2.967e-23
1403.109662,1.559e-24
1403.112778,3.875e-25
1403.135613,1.1580000000000001e-26
1403.141784,3.031e-23
1403.155412,1.586e-24
1403.158868,3.94e-25
1403.209432,1.21e-26
1403.212754,3.148e-23
1403.240173,2.005e-25
1403.241089,2.111e-25
1403.252461,2.748e-23
1403.254446,3.19e-23
1403.291922,1.113e-25
1403.320141,1.077e-25
1403.323929,5.07e-24
1403.327971,2.834e-23
1403.328703,3.318e-23
1403.362065,3.3359999999999997e-23
1403.380481,5.179e-24
1403.439902,3.475e-23
1403.464638,3.464e-23
1403.546389,3.6149999999999996e-23
1403.551979,1.0099999999999999e-23
1403.562147,3.571e-23
1403.574517,1.036e-23
1403.622427,5.727e-25
1403.639656,2.019e-25
1403.648201,3.734e-23
1403.654573,3.652e-23
1403.659012,1.935e-25
1403.674399,1.3270000000000001e-25
1403.679395,1.762e-25
1403.691558,5.881e-25
1403.732088,1.89e-25
1403.741885,3.705e-23
1403.742479,9.41e-24
1403.745379,3.827e-23
1403.748297,3.111e-23
1403.759868,9.639e-24
1403.775539,1.517e-25
1403.795523,9.188e-25
1403.82404,3.725e-23
1403.833296,1.448e-25
1403.837973,3.8909999999999995e-23
1403.863115,1.311e-25
1403.86733,1.0230000000000001e-25
1403.868033,1.2350000000000001e-26
1403.872929,1.1630000000000002e-25
1403.8881,3.308e-23
1403.892419,9.352000000000001e-25
1403.900982,3.708e-23
1403.926037,3.922e-23
1403.938876,1.2880000000000002e-26
1403.972632,3.6509999999999996e-23
1404.009638,3.915e-23
1404.038879,3.551e-23
1404.088856,3.867e-23
1404.099574,3.403e-23
1404.112586,2.194e-25
1404.120125,2.3210000000000003e-25
1404.154498,3.205e-23
1404.163793,3.7739999999999995e-23
1404.182382,1.306e-25
1404.203335,2.954e-23
1404.210835,1.262e-25
1404.234578,3.631e-23
1404.245604,2.645e-23
1404.250508,4.741e-25
1404.25158,2.896e-23
1404.28053,2.275e-23
1404.297634,4.823e-25
1404.301382,3.435e-23
1404.306786,1.8369999999999998e-23
1404.320078,7.185e-24
1404.321844,1.3229999999999999e-23
1404.329886,2.99e-23
1404.364439,3.182e-23
1404.377383,1.216e-24
1404.392984,5.807e-24
1404.424083,2.867e-23
1404.443038,1.259e-24
1404.451043,5.935e-24
1404.480811,2.4819999999999998e-23
1404.52184,2.26e-25
1404.533753,1.9030000000000001e-25
1404.535411,2.021e-23
1404.539644,2.16e-25
1404.589223,1.47e-23
1404.595448,1.3010000000000002e-26
1404.614135,2.0630000000000001e-25
1404.644787,8.088e-24
1404.663517,1.354e-26
1404.667961,2.781e-23
1404.700445,1.0830000000000001e-25
1404.708112,1.9020000000000001e-25
1404.776574,1.992e-25
1404.796757,1.157e-25
1404.817995,2.969e-23
1404.840731,8.788e-24
1404.862043,8.998e-24
1404.875162,8.047e-24
1404.890234,8.234e-24
1404.898226,1.198e-25
1404.981496,2.392e-25
1404.998181,2.544e-25
1405.008901,1.176e-25
1405.070969,1.521e-25
1405.099602,1.466e-25
1405.127217,2.047e-24
1405.135529,1.0310000000000001e-25
1405.189695,2.126e-24
1405.235489,1.0850000000000001e-25
1405.245983,3.031e-23
1405.305886,1.095e-24
1405.317857,1.354e-26
1405.327268,3.132e-23
1405.344082,1.112e-25
1405.355239,1.114e-24
1405.383333,1.4080000000000003e-26
1405.383436,5.773e-25
1405.402304,2.517e-25
1405.417984,2.398e-25
1405.431631,5.874e-25
1405.457292,6.615e-24
1405.516923,6.763999999999999e-24
1405.582071,2.4329999999999998e-23
1405.743924,2.6119999999999998e-23
1405.747016,1.294e-25
1405.846051,2.596e-25
1405.854336,1.3270000000000001e-25
1405.871766,3.024e-24
1405.875747,2.78e-25
1405.931326,3.144e-24
1405.95768,1.756e-25
1405.958439,6.681e-24
1405.971152,6.828999999999999e-24
1405.986415,1.69e-25
1406.03534,1.393e-26
1406.098298,1.4480000000000001e-26
1406.116459,7.417e-24
1406.136718,7.586e-24
1406.235653,3.149e-23
1406.281129,2.789e-25
1406.293891,2.6480000000000003e-25
1406.320121,3.257e-23
1406.33473,1.4960000000000001e-25
1406.441092,1.537e-25
1406.490394,2.077e-23
1406.511558,6.994e-25
1406.51685,7.493e-24
1406.560858,7.118e-25
1406.578125,7.665999999999999e-24
1406.611247,4.104e-24
1406.66606,2.242e-23
1406.668121,4.267e-24
1406.704704,2.8080000000000003e-25
1406.747564,1.422e-26
1406.753657,3.034e-25
1406.808391,1.4740000000000002e-26
1406.842516,2.014e-25
1406.871244,1.934e-25
1406.98814,5.3929999999999996e-24
1406.995926,1.677e-25
1406.998433,5.508e-24
1407.101669,1.7250000000000002e-25
1407.132494,1.43e-25
1407.15844,3.077e-25
1407.167149,2.91e-25
1407.208897,1.503e-25
1407.220574,3.246e-23
1407.308453,3.361e-23
1407.345306,5.244e-24
1407.381302,6.084e-24
1407.392603,1.719e-23
1407.399689,5.449e-24
1407.400682,6.217e-24
1407.454907,1.436e-26
1407.513589,1.4870000000000002e-26
1407.517198,6.527e-25
1407.55432,3.026e-25
1407.571655,8.44e-24
1407.584638,1.869e-23
1407.600962,7.509e-25
1407.618509,6.64e-25
1407.633442,3.31e-25
1407.63465,8.639999999999999e-24
1407.634872,8.431000000000001e-25
1407.654218,7.629e-25
1407.685314,8.584e-25
1407.725485,2.292e-25
1407.727914,1.82e-25
1407.75405,2.196e-25
1407.833409,1.875e-25
1407.959917,4.239e-24
1407.96771,4.325e-24
1408.034431,3.381e-25
1408.037429,3.181e-25
1408.074413,6.403e-24
1408.126491,6.648e-24
1408.157201,1.437e-26
1408.200726,3.319e-23
1408.21387,1.4860000000000003e-26
1408.288229,1.37e-23
1408.292272,3.442e-23
1408.499985,1.501e-23
1408.528009,1.9099999999999999e-25
1408.606601,2.593e-25
1408.621702,9.453e-24
1408.633664,1.97e-25
1408.634785,2.477e-25
1408.637725,4.858e-24
1408.656393,4.959e-24
1408.686501,9.682e-24
1408.686949,1.267e-25
1408.753375,1.011e-24
1408.797842,7.54e-24
1408.805,1.03e-24
1408.847764,7.821e-24
1408.854441,1.425e-26
1408.869332,3.246e-24
1408.874534,3.31e-24
1408.904185,3.4610000000000003e-25
1408.909212,1.473e-26
1408.909415,3.702e-25
1409.176088,3.367e-23
1409.176569,1.0369999999999999e-23
1409.271587,3.496e-23
1409.393523,1.934e-25
1409.412569,1.149e-23
1409.422073,1.198e-25
1409.456359,1.153e-25
1409.479119,1.6939999999999998e-23
1409.485891,2.913e-25
1409.499795,1.999e-25
1409.513382,2.775e-25
1409.516555,8.622e-24
1409.519825,1.0190000000000001e-25
1409.546617,1.402e-26
1409.564476,8.935e-24
1409.599595,1.4480000000000001e-26
1409.605531,1.076e-25
1409.649578,1.112e-25
1409.657336,2.012e-23
1409.666989,1.053e-23
1409.711971,2.425e-24
1409.714482,2.4709999999999998e-24
1409.733679,1.079e-23
1409.766464,3.751e-25
1409.783919,4.044e-25
1409.867064,1.207e-24
1409.888528,3.7799999999999996e-24
1409.906649,3.855e-24
1409.919913,1.229e-24
1410.000337,5.0250000000000005e-25
1410.056526,7.327e-24
1410.057761,5.102e-25
1410.146635,3.385e-23
1410.229156,9.617e-24
1410.233716,1.3690000000000003e-26
1410.246411,3.5199999999999994e-23
1410.275186,9.956999999999999e-24
1410.284997,1.412e-26
1410.295257,1.3719999999999998e-23
1410.312899,1.429e-25
1410.321764,1.8860000000000002e-25
1410.323091,8.225e-24
1410.34783,1.373e-25
1410.363398,3.254e-25
1410.389751,3.089e-25
1410.429168,1.953e-25
1410.463263,1.607e-23
1410.483286,1.7999999999999997e-24
1410.483565,1.768e-24
1410.597708,1.048e-25
1410.622442,4.049e-25
1410.624995,1.064e-25
1410.658879,4.411e-25
1410.707509,1.165e-23
1410.776188,1.195e-23
1410.782526,1.376e-25
1410.844176,1.439e-25
1410.898694,1.3220000000000002e-25
1410.915727,1.3260000000000001e-26
1410.926269,4.654e-24
1410.92667,1.343e-25
1410.937485,1.0499999999999999e-23
1410.965396,1.366e-26
1410.975937,1.433e-24
1410.98176,1.086e-23
1411.030055,1.4599999999999999e-24
1411.108684,1.088e-23
1411.11234,3.373e-23
1411.136862,2.868e-24
1411.154592,2.923e-24
1411.176968,1.281e-24
1411.180134,1.259e-24
1411.195358,1.6610000000000001e-25
1411.201621,1.685e-25
1411.216762,3.513e-23
1411.224055,1.688e-25
1411.232647,5.316e-24
1411.237204,1.617e-25
1411.239194,3.6140000000000003e-25
1411.263756,3.417e-25
1411.264494,1.2579999999999999e-23
1411.310032,1.767e-25
1411.339942,4.547e-25
1411.419158,1.835e-25
1411.445564,4.623e-25
1411.468154,4.3530000000000005e-25
1411.485774,2.078e-25
1411.515199,2.112e-25
1411.536102,4.815e-25
1411.592634,1.2750000000000001e-26
1411.638979,1.126e-23
1411.640772,1.312e-26
1411.681574,1.1629999999999999e-23
1411.743259,1.282e-23
1411.771551,2.587e-25
1411.782482,2.462e-24
1411.791982,8.913e-25
1411.79812,8.766e-25
1411.801733,2.631e-25
1411.814031,1.3149999999999999e-23
1411.917286,8.379e-24
1412.051414,3.208e-25
1412.061493,9.573e-24
1412.073169,3.328e-23
1412.079989,1.6929999999999998e-24
1412.082365,3.264e-25
1412.088242,1.9670000000000002e-25
1412.11339,3.994e-25
1412.11608,1.137e-25
1412.124472,1.8850000000000002e-25
1412.135194,3.7590000000000004e-25
1412.135424,1.726e-24
1412.143066,2.881e-24
1412.162206,1.155e-25
1412.182657,3.4719999999999996e-23
1412.264423,1.217e-26
1412.311105,1.2520000000000001e-26
1412.325342,6.064e-25
1412.326432,3.96e-25
1412.334523,5.967000000000001e-25
1412.336985,1.187e-23
1412.355625,1.588e-25
1412.358181,4.03e-25
1412.37803,1.225e-23
1412.386235,2.124e-24
1412.403705,2.164e-24
1412.467155,1.6520000000000001e-25
1412.508576,3.2850000000000003e-25
1412.570397,3.334e-25
1412.584051,2.06e-25
1412.595774,4.868e-25
