wavenumber,mixed_spectrum
1148.0,6.687624363239418e-26
1149.0,1.0423724450772634e-25
1150.0,7.558512214853665e-24
1151.0,4.460898604018305e-24
1152.0,4.3754626549819327e-26
1153.0,9.441673069780337e-26
1154.0,2.9830119826313466e-24
1155.0,9.59848847562312e-26
1156.0,2.6267968850241466e-25
1157.0,8.430105375394919e-26
1158.0,5.953784800502938e-26
1159.0,1.4899644942800024e-23
1160.0,1.878982973515503e-25
1161.0,2.9515557731245367e-25
1162.0,5.111591254140194e-25
1163.0,1.3193278954203961e-23
1164.0,8.941416704902442e-23
1165.0,3.2707929005260813e-25
1166.0,1.1521602228953033e-25
1167.0,1.6634083398128234e-25
1168.0,2.5448890770106155e-25
1169.0,2.893818933163223e-23
1170.0,5.1569431136008315e-25
1171.0,2.4518388798189612e-24
1172.0,2.5727997093822143e-25
1173.0,8.275456109649112e-25
1174.0,1.405794330683365e-25
1175.0,5.365520491532111e-25
1176.0,1.1572768268169363e-25
1177.0,3.2504167731245297e-24
1178.0,9.514859615370647e-24
1179.0,2.0308443584058704e-22
1180.0,9.776802313419071e-26
1181.0,1.3948502892014513e-25
1182.0,1.7080733861856763e-25
1183.0,8.396815278235287e-24
1184.0,1.8212795274067815e-25
1185.0,1.035426977270955e-23
1186.0,4.18888079584948e-25
1187.0,3.7711929272846046e-25
1188.0,1.1097228384150848e-24
1189.0,1.2580357103844533e-22
1190.0,1.6780364894210802e-24
1191.0,2.0528236325131164e-24
1192.0,4.0079888168317226e-24
1193.0,1.0122584585790937e-22
1194.0,5.309458456426489e-25
1195.0,6.031736104278231e-25
1196.0,3.4940261743060344e-25
1197.0,3.8065057131150397e-25
1198.0,3.6016858873502343e-25
1199.0,1.5443951769067333e-25
1200.0,2.2840681507332066e-24
1201.0,2.657782699350537e-24
1202.0,7.305175103229715e-25
1203.0,5.041557321416772e-25
1204.0,4.060832411683299e-25
1205.0,6.5805656711420434e-24
1206.0,7.926627412207327e-25
1207.0,2.4651993516390705e-25
1208.0,9.239042898059349e-23
1209.0,1.211986532768577e-25
1210.0,1.58640195689245e-24
1211.0,1.2976590735758708e-24
1212.0,1.0739581491322004e-24
1213.0,1.7685612267751224e-24
1214.0,1.0001267267318938e-24
1215.0,7.43718957325304e-25
1216.0,1.2259581605491639e-24
1217.0,1.4960701016727148e-24
1218.0,1.0449741647299717e-24
1219.0,8.553373393943868e-25
1220.0,8.642366408148817e-25
1221.0,1.1199051887522207e-24
1222.0,1.6616237148361702e-24
1223.0,9.379229082434528e-25
1224.0,1.0412582548388193e-22
1225.0,3.0141201603059687e-24
1226.0,1.0251798497042905e-24
1227.0,2.725732497945008e-25
1228.0,4.242148786181158e-25
1229.0,2.292890353371899e-24
1230.0,2.303654836682688e-24
1231.0,3.1795657924805562e-24
1232.0,1.0859129061126203e-25
1233.0,3.83045737605685e-23
1234.0,3.3251983289114634e-24
1235.0,1.5073601659856547e-24
1236.0,2.4766865544508247e-24
1237.0,2.1330079853818396e-24
1238.0,1.9792851596430758e-24
1239.0,4.945335570170729e-25
1240.0,1.9042132871167283e-24
1241.0,9.316390850780566e-26
1242.0,2.645035875252147e-26
1243.0,1.842026892866185e-24
1244.0,8.836599199285323e-25
1245.0,8.309673059183257e-26
1246.0,1.3620099098693401e-24
1247.0,1.7400572303814226e-23
1248.0,2.7161812641966193e-24
1249.0,1.947094613304685e-24
1250.0,5.901789151850477e-24
1251.0,3.4679300797688915e-25
1252.0,1.507723235998754e-24
1253.0,9.214584589540798e-25
1254.0,2.3500693354005527e-25
1255.0,5.113148819736598e-25
1256.0,8.814456314285746e-26
1257.0,7.802610908867195e-26
1258.0,1.1357187784737447e-24
1259.0,1.4932803257036605e-25
1260.0,5.638888573469385e-26
1261.0,3.9576031860232415e-24
1262.0,3.566755434111462e-24
1263.0,1.2736376402190534e-25
1264.0,9.871833262709196e-25
1265.0,6.02060024642199e-25
1266.0,1.0807567731292198e-24
1267.0,1.7911705017728756e-24
1268.0,6.882849096003284e-25
1269.0,1.0315755359466242e-25
1270.0,1.2719708416732561e-23
1271.0,1.0800876179653509e-24
1272.0,2.3921176954206496e-25
1273.0,1.094651218241905e-25
1274.0,1.0624680236955283e-25
1275.0,2.477094952528971e-26
1276.0,1.6833120235434137e-23
1277.0,6.646725505070513e-25
1278.0,1.8042185702361524e-23
1279.0,3.050882307714821e-24
1280.0,2.1263045830511265e-24
1281.0,2.8703332648273975e-25
1282.0,1.0188385260677155e-25
1283.0,1.1294950446280974e-25
1284.0,2.379547747622373e-25
1285.0,2.150993614238942e-23
1286.0,2.976184443134616e-25
1287.0,1.512244220352256e-23
1288.0,5.965020306960115e-24
1289.0,2.3648016786163302e-25
1290.0,3.8501999363513155e-26
1291.0,6.0994300967691185e-25
1292.0,2.464291711180383e-26
1293.0,7.798749448869734e-25
1294.0,3.6736395047152725e-23
1295.0,2.192168244037047e-24
1296.0,3.7760519117084554e-24
1297.0,1.7563356188111008e-24
1298.0,5.8262154472140685e-24
1299.0,1.5994572909174661e-25
1300.0,1.743826785266034e-24
1301.0,3.6103343311891944e-23
1302.0,9.002420755860445e-24
1303.0,3.614736077773933e-24
1304.0,1.7672303072886523e-25
1305.0,2.4609696494150805e-23
1306.0,4.135428304880553e-24
1307.0,4.8679031083997555e-24
1308.0,2.432454401296403e-25
1309.0,2.5413837498530956e-25
1310.0,2.5162636377920672e-23
1311.0,6.04671924256412e-24
1312.0,6.793547493775517e-24
1313.0,8.597234511083559e-25
1314.0,1.9985393783993154e-24
1315.0,1.3648678687498454e-24
1316.0,2.692206474990545e-25
1317.0,2.0955681442891058e-26
1318.0,8.603466820277919e-23
1319.0,5.712047791778489e-27
1320.0,6.024815292073606e-25
1321.0,1.8698530533732298e-26
1322.0,1.09982724141884e-25
1323.0,1.795163346776484e-23
1324.0,5.412430747342572e-24
1325.0,1.2488197944787584e-22
1326.0,2.3217557480680014e-23
1327.0,1.6836410648201717e-23
1328.0,1.1346870504239354e-23
1329.0,5.849831082924117e-24
1330.0,1.2546249573689348e-23
1331.0,1.944049362429514e-23
1332.0,2.5182758191922038e-26
1333.0,1.413578224439583e-23
1334.0,1.706816472861675e-24
1335.0,7.585080061574252e-24
1336.0,1.1227059762272557e-22
1337.0,1.7807857608935192e-23
1338.0,1.3676727433685778e-23
1339.0,2.10818709093489e-23
1340.0,3.0520383624978865e-24
1341.0,4.710635521571876e-24
1342.0,3.822296476748981e-24
1343.0,3.213973016232055e-25
1344.0,7.152575319423152e-24
1345.0,3.147185043884366e-25
1346.0,1.1118510022124235e-23
1347.0,2.5261723129259447e-23
1348.0,2.4680121137540568e-24
1349.0,1.7911864749414806e-24
1350.0,1.0636959929973904e-24
1351.0,1.7277196865005678e-23
1352.0,1.6659564865116084e-23
1353.0,4.450923811166584e-23
1354.0,9.437821144737e-25
1355.0,1.4712656644779783e-24
1356.0,1.2822298402695183e-23
1357.0,1.8740299717500863e-23
1358.0,1.1988567254754053e-23
1359.0,3.8363142339897287e-22
1360.0,3.8758525907032575e-23
1361.0,3.3006124106584487e-21
1362.0,2.9137337980185733e-24
1363.0,3.5684360816083797e-22
1364.0,1.0587455813931697e-23
1365.0,1.0667499418384182e-23
1366.0,7.580029394377214e-24
1367.0,1.697333323572099e-21
1368.0,7.48459596461022e-21
1369.0,9.807691367246291e-24
1370.0,1.2084284772263948e-24
1371.0,5.154275526881976e-24
1372.0,1.2028009970720072e-20
1373.0,9.779379163870091e-22
1374.0,2.499899148598345e-23
1375.0,1.769066023389142e-25
1376.0,2.7897874200334678e-24
1377.0,1.6799122158606354e-23
1378.0,1.1254176347402393e-23
1379.0,3.2621053081130183e-24
1380.0,1.4872113002294581e-24
1381.0,7.943543517193268e-22
1382.0,2.8793645324147655e-26
1383.0,2.2921597803661263e-23
1384.0,1.312353129701116e-23
1385.0,1.784860508646699e-21
1386.0,7.525555321622752e-24
1387.0,5.14280006645799e-24
1388.0,8.317856078733455e-24
1389.0,2.7496761530387625e-22
1390.0,1.3668361934692414e-24
1391.0,3.5544089911600534e-24
1392.0,5.2419386769701006e-24
1393.0,4.933423446416655e-24
1394.0,2.5158469097373174e-23
1395.0,5.035292367069306e-24
1396.0,1.880885134570281e-24
1397.0,2.099058071025957e-24
1398.0,5.4818719778173026e-24
1399.0,1.2417750952468091e-24
1400.0,2.691618005613086e-23
1401.0,4.399802939026235e-25
1402.0,1.068246120080435e-25
1403.0,1.1314335736127806e-23
1404.0,1.5397498085298578e-23
1405.0,1.2413939868154614e-25
1406.0,5.138598758773224e-26
1407.0,2.1764837983701302e-24
1408.0,1.224193284358642e-24
1409.0,8.659309381527884e-24
1410.0,2.0340943821761874e-25
1411.0,2.928131310176778e-24
1412.0,1.0884080644956502e-23
1413.0,1.939210964285154e-24
1414.0,1.2651919000996933e-23
1415.0,1.6944559822427474e-24
1416.0,9.080666226078176e-24
1417.0,8.114080107034231e-24
1418.0,7.87119571668243e-24
1419.0,7.434591544391912e-24
1420.0,2.226388635627487e-25
1421.0,7.25154745320309e-24
1422.0,1.6392174783225147e-24
1423.0,2.9121123655605037e-25
1424.0,2.955232304342114e-26
1425.0,3.0293259266243453e-24
1426.0,6.288372897630694e-25
1427.0,1.0462261404917273e-24
1428.0,4.759818343659519e-25
1429.0,3.545170834423075e-25
1430.0,2.9014317448694902e-25
1431.0,1.498855273113351e-24
1432.0,1.1938516709898861e-25
1433.0,7.671028763040795e-24
1434.0,1.8693475075021004e-25
1435.0,2.7628908116438477e-25
1436.0,5.513044671867131e-26
1437.0,2.4171957728711383e-24
1438.0,2.5605281942405324e-25
1439.0,8.059534459279983e-26
1440.0,1.69703119031292e-24
1441.0,3.800199552316946e-24
1442.0,2.5333412356059173e-24
1443.0,1.5051908745067038e-25
1444.0,2.176847560290696e-24
1445.0,3.702260609608736e-24
1446.0,7.131252416162777e-25
1447.0,4.1929242560818036e-24
1448.0,3.4049193343220335e-24
1449.0,3.601449241103403e-25
1450.0,3.281297296512487e-25
1451.0,2.0002609979173192e-24
1452.0,6.746234446645753e-25
1453.0,1.7509155949063129e-25
1454.0,1.628186100057096e-24
1455.0,3.506631279481597e-24
