3.996747e+002,0.000000e+000
4.001569e+002,1.494115e-002
4.006390e+002,1.573083e-002
4.011211e+002,1.513091e-002
4.016032e+002,1.379352e-002
4.020853e+002,1.242136e-002
4.025674e+002,1.148247e-002
4.030496e+002,1.102274e-002
4.035317e+002,1.075097e-002
4.040138e+002,1.029470e-002
4.044959e+002,9.434335e-003
4.049780e+002,8.225125e-003
4.054601e+002,6.994120e-003
4.059423e+002,6.152967e-003
4.064244e+002,5.899243e-003
4.069065e+002,6.028136e-003
4.073886e+002,6.042415e-003
4.078707e+002,5.430618e-003
4.083528e+002,3.916556e-003
4.088350e+002,1.589762e-003
4.093171e+002,-1.076515e-003
4.097992e+002,-3.410217e-003
4.102813e+002,-4.889005e-003
4.107634e+002,-5.439372e-003
4.112455e+002,-5.423011e-003
4.117277e+002,-5.356644e-003
4.122098e+002,-5.616720e-003
4.126919e+002,-6.267160e-003
4.131740e+002,-7.049462e-003
4.136561e+002,-7.534841e-003
4.141382e+002,-7.389092e-003
4.146204e+002,-6.578781e-003
4.151025e+002,-5.361913e-003
4.155846e+002,-4.116025e-003
4.160667e+002,-3.174210e-003
4.165488e+002,-2.734968e-003
4.170309e+002,-2.831233e-003
4.175131e+002,-3.308852e-003
4.179952e+002,-3.856133e-003
4.184773e+002,-4.177561e-003
4.189594e+002,-4.219401e-003
4.194415e+002,-4.140739e-003
4.199236e+002,-4.019749e-003
4.204058e+002,-3.718868e-003
4.208879e+002,-3.022877e-003
4.213700e+002,-1.824169e-003
4.218521e+002,-2.350224e-004
4.223342e+002,1.417731e-003
4.228163e+002,2.695852e-003
4.232985e+002,3.191606e-003
4.237806e+002,2.675081e-003
4.242627e+002,1.206228e-003
4.247448e+002,-8.424437e-004
4.252269e+002,-2.913884e-003
4.257090e+002,-4.518985e-003
4.261912e+002,-5.437016e-003
4.266733e+002,-5.727587e-003
4.271554e+002,-5.588394e-003
4.276375e+002,-5.202599e-003
4.281196e+002,-4.660521e-003
4.286017e+002,-3.974115e-003
4.290839e+002,-3.143158e-003
4.295660e+002,-2.231567e-003
4.300481e+002,-1.390396e-003
4.305302e+002,-8.033203e-004
4.310123e+002,-5.930586e-004
4.314944e+002,-7.413044e-004
4.319766e+002,-1.075689e-003
4.324587e+002,-1.335202e-003
4.329408e+002,-1.294504e-003
4.334229e+002,-8.812990e-004
4.339050e+002,-2.224712e-004
4.343871e+002,4.190495e-004
4.348693e+002,7.694572e-004
4.353514e+002,6.732088e-004
4.358335e+002,1.731599e-004
4.363156e+002,-5.073833e-004
4.367977e+002,-1.081737e-003
4.372798e+002,-1.370776e-003
4.377620e+002,-1.398553e-003
4.382441e+002,-1.348217e-003
4.387262e+002,-1.435576e-003
4.392083e+002,-1.793812e-003
4.396904e+002,-2.412799e-003
4.401725e+002,-3.139210e-003
4.406547e+002,-3.733421e-003
4.411368e+002,-3.977858e-003
4.416189e+002,-3.790971e-003
4.421010e+002,-3.274324e-003
4.425831e+002,-2.644478e-003
4.430652e+002,-2.104405e-003
4.435474e+002,-1.741673e-003
4.440295e+002,-1.518559e-003
4.445116e+002,-1.342502e-003
4.449937e+002,-1.163499e-003
4.454758e+002,-1.026405e-003
4.459579e+002,-1.048783e-003
4.464401e+002,-1.347094e-003
4.469222e+002,-1.949499e-003
4.474043e+002,-2.751958e-003
4.478864e+002,-3.542616e-003
4.483685e+002,-4.098630e-003
4.488506e+002,-4.299426e-003
4.493328e+002,-4.178480e-003
4.498149e+002,-3.886477e-003
4.502970e+002,-3.602229e-003
4.507791e+002,-3.448942e-003
4.512612e+002,-3.442762e-003
4.517433e+002,-3.494697e-003
4.522255e+002,-3.466791e-003
4.527076e+002,-3.270147e-003
4.531897e+002,-2.935376e-003
4.536718e+002,-2.596821e-003
4.541539e+002,-2.405418e-003
4.546360e+002,-2.446770e-003
4.551182e+002,-2.702008e-003
4.556003e+002,-3.057490e-003
4.560824e+002,-3.347882e-003
4.565645e+002,-3.433064e-003
4.570466e+002,-3.286491e-003
4.575287e+002,-3.027286e-003
4.580109e+002,-2.839562e-003
4.584930e+002,-2.830081e-003
4.589751e+002,-2.949494e-003
4.594572e+002,-3.039986e-003
4.599393e+002,-2.948211e-003
4.604214e+002,-2.618065e-003
4.609036e+002,-2.121749e-003
4.613857e+002,-1.624766e-003
4.618678e+002,-1.313499e-003
4.623499e+002,-1.314160e-003
4.628320e+002,-1.632820e-003
4.633141e+002,-2.151324e-003
4.637963e+002,-2.679978e-003
4.642784e+002,-3.052654e-003
4.647605e+002,-3.194668e-003
4.652426e+002,-3.131381e-003
4.657247e+002,-2.946795e-003
4.662068e+002,-2.722884e-003
4.666890e+002,-2.502777e-003
4.671711e+002,-2.290766e-003
4.676532e+002,-2.089204e-003
4.681353e+002,-1.952072e-003
4.686174e+002,-2.004285e-003
4.690995e+002,-2.412074e-003
4.695817e+002,-3.319275e-003
4.700638e+002,-4.782873e-003
4.705459e+002,-6.723856e-003
4.710280e+002,-8.897205e-003
4.715101e+002,-1.091787e-002
4.719922e+002,-1.236936e-002
4.724744e+002,-1.298656e-002
4.729565e+002,-1.278298e-002
4.734386e+002,-1.200721e-002
4.739207e+002,-1.097687e-002
4.744028e+002,-9.937538e-003
4.748849e+002,-9.035049e-003
4.753671e+002,-8.378149e-003
4.758492e+002,-8.131689e-003
4.763313e+002,-8.586853e-003
4.768134e+002,-1.020521e-002
4.772955e+002,-1.362353e-002
4.777776e+002,-1.965213e-002
4.782598e+002,-2.925042e-002
4.787419e+002,-4.343612e-002
4.792240e+002,-6.290144e-002
4.797061e+002,-8.696438e-002
4.801882e+002,-1.115347e-001
4.806703e+002,-1.281652e-001
4.811525e+002,-1.296979e-001
4.816346e+002,-1.183863e-001
4.821167e+002,-1.018564e-001
4.825988e+002,-8.521160e-002
4.830809e+002,-7.036784e-002
4.835630e+002,-5.790594e-002
4.840452e+002,-4.793983e-002
4.845273e+002,-4.034952e-002
4.850094e+002,-3.484882e-002
4.854915e+002,-3.103847e-002
4.859736e+002,-2.845528e-002
4.864557e+002,-2.665037e-002
4.869379e+002,-2.527692e-002
4.874200e+002,-2.415039e-002
4.879021e+002,-2.323556e-002
4.883842e+002,-2.257550e-002
4.888663e+002,-2.219676e-002
4.893484e+002,-2.204587e-002
4.898306e+002,-2.197610e-002
4.903127e+002,-2.179873e-002
4.907948e+002,-2.137626e-002
4.912769e+002,-2.071026e-002
4.917590e+002,-1.995718e-002
4.922411e+002,-1.934836e-002
4.927233e+002,-1.906067e-002
4.932054e+002,-1.911661e-002
4.936875e+002,-1.936205e-002
4.941696e+002,-1.952728e-002
4.946517e+002,-1.933425e-002
4.951339e+002,-1.860131e-002
4.956160e+002,-1.729642e-002
4.960981e+002,-1.552619e-002
4.965802e+002,-1.347659e-002
4.970623e+002,-1.134595e-002
4.975444e+002,-9.293419e-003
4.980266e+002,-7.424761e-003
4.985087e+002,-5.802398e-003
4.989908e+002,-4.468812e-003
4.994729e+002,-3.462583e-003
4.999550e+002,-2.812864e-003
5.004371e+002,-2.511540e-003
5.009193e+002,-2.479552e-003
