wavenumber,NO,NO2,SO2
3048.0,1.8667067756324669e-69,1.047e-25,1.1087980268722958e-27
3049.0,4.762972671149634e-71,2.8894414290615095e-25,1.103713651392721e-27
3050.0,6.35146714516975e-46,2.68377146706577e-25,1.0986292759131463e-27
3051.0,4.286671768707369e-58,2.3106833657507404e-25,1.0935449004335714e-27
3052.0,6.348073162229251e-58,2.817354344497949e-25,1.0884605249539967e-27
3053.0,3.0287051142555443e-55,8.664517559377397e-25,1.0833761494744219e-27
3054.0,9.029384101342336e-57,1.0041043687283338e-24,1.0782917739948472e-27
3055.0,8.285301946444898e-52,1.7066712591420078e-24,1.0732073985152723e-27
3056.0,5.462053317119986e-67,5.7495525046341285e-25,1.0681230230356976e-27
3057.0,9.69132541165317e-62,2.459591626204324e-25,1.0630386475561228e-27
3058.0,2.212412807697808e-59,4.722089322284849e-25,1.057954272076548e-27
3059.0,1.7645724344638854e-55,1.4339670019131893e-24,1.0528698965969732e-27
3060.0,1.6885082099101885e-57,2.539033724253597e-25,1.0477855211173985e-27
3061.0,1.3993691350669264e-54,1.2130403131100994e-24,1.0427011456378238e-27
3062.0,1.0142679300533814e-54,2.0146478755360318e-24,1.037616770158249e-27
3063.0,1.1456538283629007e-57,6.468612659042045e-25,1.0325323946786743e-27
3064.0,5.7814822287980494e-58,2.2273012001786316e-25,1.0274480191990994e-27
3065.0,9.458450139912037e-59,2.367716110790451e-24,1.0223636437195247e-27
3066.0,1.6587777086508869e-46,1.101158698226993e-25,1.0172792682399499e-27
3067.0,1.6054505484604823e-70,2.2982922365512922e-24,1.0121948927603752e-27
3068.0,5.605063052212199e-53,1.1518629405200626e-24,1.0071105172808003e-27
3069.0,9.86056053443859e-62,4.660512772269959e-25,1.0020261418012256e-27
3070.0,5.912601933052425e-71,1.1790661054741746e-25,9.969417663216508e-28
3071.0,2.8990445131462136e-54,3.681442985825087e-25,9.91857390842076e-28
3072.0,5.071680513303242e-58,1.1188240659439363e-25,9.867730153625014e-28
3073.0,6.4161942544831365e-65,1.8258742147790695e-25,9.816886398829265e-28
3074.0,9.72479088691031e-60,9.930246422669252e-26,9.766042644033519e-28
3075.0,7.434170646511505e-66,5.346580978189081e-26,9.71519888923777e-28
3076.0,7.392154296240295e-62,2.146101737017162e-24,9.664355134442023e-28
3077.0,1.5713679945862557e-55,1.0311744465854386e-24,9.613511379646274e-28
3078.0,6.838900853655359e-54,2.769444081115087e-24,9.562667624850528e-28
3079.0,8.672865596782622e-72,2.5297812213661835e-24,9.876856999554023e-28
3080.0,9.97697744847697e-54,1.2503245755687368e-23,1.1029567971951654e-27
3081.0,8.226895399402147e-70,1.751302781407461e-24,1.1365097152240793e-27
3082.0,3.5928475136810044e-54,8.011331710445629e-24,1.3038768235407708e-27
3083.0,1.4630936333717946e-54,1.779103509228024e-24,9.91503377179643e-28
3084.0,5.530277186122868e-56,3.308974953598661e-25,1.2949400065195789e-27
3085.0,8.772236419409248e-54,3.270621898724262e-25,1.6137177193133488e-27
3086.0,1.839431733300051e-56,4.892504583632874e-24,1.7867444152104607e-27
3087.0,5.951347618750305e-64,8.930743549282694e-24,1.2332366489034975e-27
3088.0,3.2977592173824846e-56,6.752226299320767e-25,2.0897183958944156e-27
3089.0,4.381084576412869e-64,4.724880023524936e-25,1.3312831406003448e-27
3090.0,1.519245446443143e-70,1.388733818996146e-25,1.948975053454267e-27
3091.0,1.1842335863348071e-67,4.5961898520671454e-24,1.4461639400536619e-27
3092.0,6.9057379228966e-43,2.553923002130431e-24,3.0517544132481622e-27
3093.0,5.5376373589321105e-58,1.37392896180153e-24,1.9808838622560588e-27
3094.0,1.5965351992286488e-60,1.5918375567098684e-24,2.746587826106908e-27
3095.0,2.6731443448780275e-83,1.4652313965942752e-25,3.2266766784450448e-27
3096.0,4.476638175504237e-61,1.4371253227169058e-25,3.7190567932972e-27
3097.0,2.1089528510830147e-53,6.758945617669017e-25,3.0396049721208594e-27
3098.0,1.8215607893534897e-65,6.421286942409252e-25,2.351191057996024e-27
3099.0,4.084575999634191e-55,1.1713949899773815e-24,3.7328078258313516e-27
3100.0,1.7801604380175367e-63,3.7615589779262596e-25,3.6837418473392936e-27
3101.0,5.339583801400589e-63,5.083677595099082e-24,2.5896219762363354e-27
3102.0,1.4190239293265017e-57,2.531874592841043e-25,3.878195245827323e-27
3103.0,2.9306902773297534e-56,4.0245944593265576e-25,1.1223539428435986e-27
3104.0,1.7583168750256975e-52,2.0998308853876694e-24,3.254079143805729e-27
3105.0,5.834611033570352e-69,1.5736465441816766e-25,2.0066905273570083e-27
3106.0,1.855901964284165e-71,5.875171355086999e-25,2.2459536717444786e-27
3107.0,1.865950850128815e-66,1.3483347047200962e-23,2.1308083952472713e-27
3108.0,1.3666433737706411e-70,1.297519894311573e-24,2.2102487248730935e-27
3109.0,1.2627700375896274e-81,3.749676963326831e-24,2.832982263035792e-27
3110.0,3.7774649938658367e-53,7.190969969581073e-25,1.0598031866917467e-27
3111.0,5.876193424450474e-53,1.2964879948030213e-25,2.1068955045503225e-27
3112.0,1.570611475837491e-65,2.4038111951874385e-25,1.1982328583901691e-27
3113.0,9.356639658671885e-56,5.211082031255529e-25,1.1592159883520314e-27
3114.0,3.241753913483497e-54,4.838455594820708e-24,1.0506060869022594e-27
3115.0,1.5766723468753414e-54,1.7616505157861434e-25,1.5927982115301586e-27
3116.0,8.136107769174759e-69,6.514396682273289e-24,1.615478585860694e-27
3117.0,1.754531097082526e-52,1.6772479784328014e-25,1.3450940447142587e-27
3118.0,5.234970394452309e-68,1.201795201962271e-25,2.627661596958278e-27
3119.0,1.4783123600733326e-54,3.212540998754848e-25,1.449886114871809e-27
3120.0,1.3406966828457316e-64,1.8093152549252666e-24,1.985616465103711e-27
3121.0,1.0831011439624346e-66,9.242224989050401e-25,4.026556390071984e-27
3122.0,9.211745851989247e-50,1.2708681979681812e-24,2.793954500440487e-27
3123.0,2.1782676524741386e-53,1.4692143641397681e-25,1.4835434829651668e-27
3124.0,5.021932540717121e-51,1.2779982976088776e-24,3.803752866002811e-27
3125.0,1.1181107031829455e-60,9.598021162767679e-25,3.382086165537461e-27
3126.0,1.2160159126567443e-54,7.424779629978335e-25,3.243380487046236e-27
3127.0,4.8923007852489577e-54,1.3189890202239207e-24,1.4920251537164117e-27
3128.0,1.2465008532532707e-42,4.661284469778697e-25,1.663035740228426e-27
3129.0,1.1717537129244893e-49,4.884807525565164e-25,1.7506034186101336e-27
3130.0,2.1598217191810783e-62,1.5553645406677178e-24,1.2581852008456785e-27
3131.0,2.2831516420577057e-64,4.222479050144035e-25,1.0704195303959476e-27
3132.0,7.360192753541588e-48,1.5963708479876245e-25,1.0641885077886395e-27
3133.0,8.886994457582183e-58,1.16435921007307e-24,1.0579574851813315e-27
3134.0,7.417709627048029e-59,2.353922828342752e-25,1.0517264625740235e-27
3135.0,1.3519459565385735e-54,3.186531911336209e-25,1.0454954399667155e-27
3136.0,1.2692738076664143e-66,3.3874339622673557e-25,1.0392644173594075e-27
3137.0,5.423154996783964e-50,1.3194198533781764e-25,1.0330333947520995e-27
3138.0,4.406912573732148e-67,8.996358425036028e-25,1.0268023721447915e-27
3139.0,1.5652575020655199e-65,1.401192034740985e-25,1.0205713495374834e-27
3140.0,1.0902004905862762e-64,9.62954507454559e-25,1.0143403269301754e-27
3141.0,3.104678981598956e-50,8.271389213391142e-25,1.0081093043228674e-27
3142.0,1.9705204074053958e-54,5.849256685226658e-25,1.0018782817155594e-27
3143.0,4.826808615450837e-70,2.1185071925311033e-24,9.956472591082514e-28
3144.0,8.245326283645759e-62,1.8548077206851063e-24,9.894162365009434e-28
3145.0,6.812144317359625e-52,3.5105607180553103e-25,9.831852138936353e-28
3146.0,6.804005157204155e-55,1.5942247473144823e-24,9.769541912863273e-28
3147.0,2.7966739551453935e-47,9.485806099932664e-25,9.707231686790193e-28
3148.0,3.9760768061010073e-54,3.0324401234785353e-25,9.644921460717113e-28
3149.0,7.59673005739947e-49,6.576587123463025e-25,9.582611234644033e-28
3150.0,2.6728478166630595e-65,1.5306091649155903e-24,1.041252523320892e-27
3151.0,4.086226342759674e-49,2.980417573483393e-25,1.0804578290820985e-27
3152.0,6.856830819681434e-62,9.264084103058359e-25,1.1099841800644775e-27
3153.0,1.0948597358072194e-52,4.421304269265561e-25,1.1042304945680808e-27
3154.0,2.9163528329108305e-54,2.963828765713061e-25,1.3566445745992658e-27
3155.0,3.896363801817549e-60,1.310939247833393e-25,1.4451067772829906e-27
3156.0,1.8113286143288473e-84,5.2941638531471645e-25,1.4602694071273253e-27
3157.0,4.3795355887072083e-54,2.3843314391480985e-25,1.4486495227468316e-27
3158.0,2.02273159519458e-65,6.746402560014229e-25,1.1515047341444677e-27
3159.0,5.702097356528316e-59,7.930435982460639e-25,1.834580138857845e-27
3160.0,1.9355135272130196e-68,1.198893740230007e-25,1.8415279624849585e-27
3161.0,5.017962364099226e-49,1.809432642556298e-24,1.997597918770834e-27
3162.0,1.7125601362348014e-51,2.763970035218514e-24,1.7940177482008198e-27
3163.0,3.7246857050662856e-66,2.990104607037286e-24,1.8090732026682883e-27
3164.0,1.2751830950932965e-59,1.2176369090247787e-24,2.229028504732139e-27
3165.0,6.667201030301915e-63,1.9766514605267523e-24,2.2070847258648816e-27
3166.0,2.3930155713202925e-66,2.2103808224115878e-25,2.3896161894275202e-27
3167.0,1.4958334818177923e-50,8.142512181550523e-25,2.552155727155833e-27
3168.0,4.295251090363912e-65,4.775051451355635e-25,2.7518356316751e-27
3169.0,1.0148197931645392e-48,1.0335651268137161e-24,2.4571887846996324e-27
3170.0,1.196015646533995e-44,1.2287154109724978e-24,1.7682935014438413e-27
3171.0,3.1951021992170027e-41,1.1996631386882154e-24,3.1129775463276193e-27
3172.0,4.695927268016445e-50,1.6411485728640427e-24,3.1186280037367408e-27
3173.0,3.548892966378196e-62,4.167388999241961e-25,2.3806572546060448e-27
3174.0,1.1923007284382252e-42,3.233972056682008e-25,3.505239193504626e-27
3175.0,1.4123794809927234e-47,3.7884157139852493e-25,2.5086548439964878e-27
3176.0,2.933497900499971e-46,8.841852861297704e-25,3.11914586656952e-27
3177.0,8.361818490849552e-63,1.848569736369468e-24,3.943941367531131e-27
3178.0,3.142828844606853e-49,2.1958035561408927e-24,3.944442945289528e-27
3179.0,6.803047539294632e-52,2.669764151990583e-24,2.7332080028466475e-27
3180.0,6.580287633563837e-60,3.28869416460987e-25,2.7903324343550863e-27
3181.0,4.8952868806976626e-51,3.627518613474111e-24,4.2865419108701355e-27
3182.0,6.564180119545944e-59,2.3727062088052444e-24,1.7362424053870843e-27
3183.0,5.4193413382287085e-46,2.282297074807693e-24,4.2765322716323e-27
3184.0,1.0706150600779326e-60,8.277070915356038e-25,4.226271683426425e-27
3185.0,1.6970333303250404e-54,1.3671153445290202e-24,2.7870384430302152e-27
3186.0,1.8052918745318123e-51,1.6476098176313197e-24,1.7913080964364582e-27
3187.0,2.7845417336620885e-51,7.107826615976802e-25,2.6970219945152992e-27
3188.0,7.830520913037017e-49,4.338945637211541e-25,1.8608494154102087e-27
3189.0,3.8015190524773705e-49,3.252676699824089e-24,1.8073905904815533e-27
3190.0,7.529966247621927e-57,1.809345617891294e-24,3.9895112895775526e-27
3191.0,3.67586972136733e-42,3.1181245132079543e-24,2.461152101904005e-27
3192.0,7.670268408306448e-48,2.4111006889273463e-24,1.685832322922275e-27
3193.0,1.0784443553971507e-51,6.066751326212004e-25,3.6698819138536185e-27
3194.0,1.0780933331023717e-48,3.3642067600571263e-25,3.803276308862072e-27
3195.0,4.262166055652472e-60,2.534545670074118e-24,7.439713547602385e-27
3196.0,7.913386896924197e-49,3.7957594294937925e-25,2.9473552757332113e-27
3197.0,4.39161277891875e-50,3.3262365747522494e-24,1.875176498259761e-27
3198.0,9.374831632179249e-48,3.421871397030523e-25,1.2647174316025496e-27
3199.0,9.998554652246047e-51,2.9643938271408438e-25,3.3969477036216496e-27
3200.0,1.713981373628972e-61,3.46904570511871e-25,2.938342988693386e-27
3201.0,5.460233264876164e-44,3.2505476242917437e-25,3.985864709230115e-27
3202.0,7.481648769025765e-57,6.73703546782663e-25,1.2391403327542233e-26
3203.0,6.917687856357089e-46,2.9063539914480885e-25,3.3115180330241275e-27
3204.0,5.855757109727076e-49,3.6039083395936855e-25,1.7861728533777227e-27
3205.0,1.0880187711801935e-49,3.7662897235872566e-25,8.944629897434526e-27
3206.0,1.8698293697928686e-48,3.228392165809291e-25,2.4884194156209256e-27
3207.0,6.6866432045513704e-74,4.367929774717688e-25,3.754761625582764e-27
3208.0,4.5121959540136755e-48,2.3280919829684996e-25,2.269574934464475e-27
3209.0,1.16654129275567e-38,1.6101062481727843e-24,5.160644758403964e-27
3210.0,9.887400775912389e-40,2.4095391151968098e-24,1.2885627242198147e-26
3211.0,2.346092290599206e-51,8.129897770352777e-25,1.191e-27
3212.0,1.6344545172222105e-65,2.777755927371249e-25,4.115239427004097e-27
3213.0,1.2915381979394485e-60,7.4791921913721285e-25,8.985981553999182e-27
3214.0,7.090048272010287e-66,2.236615649526312e-24,3.019990127623307e-27
3215.0,2.2489536445716596e-45,1.621004780039364e-24,2.753027962008855e-27
3216.0,2.5425880944995764e-54,1.5181957070795412e-24,1.4523748098055797e-27
3217.0,2.778594190854812e-63,3.611680313435735e-25,9.873630384675135e-28
3218.0,6.748196171022257e-55,6.22552616680313e-24,5.957325975671235e-27
3219.0,1.569251537079891e-48,7.17852009385687e-24,2.8919570913065057e-27
3220.0,9.912738052377625e-64,9.124725981128163e-25,4.547848792167093e-27
3221.0,1.7636099227813549e-59,1.7204129719086384e-25,1.1644660148351462e-27
3222.0,3.913403811810831e-59,5.71897014499744e-25,1.6137421846435818e-27
3223.0,9.356502422657325e-63,4.36529068729289e-25,1.8538754134857596e-27
3224.0,1.1753894161314479e-48,3.8995063177292625e-25,1.8435963331090605e-27
3225.0,6.830184453511604e-58,4.069919504231916e-25,1.9758071983747954e-27
3226.0,3.8426345016836003e-59,2.9448985181125146e-25,1.4529099567570449e-27
3227.0,1.0796738208638757e-65,4.839099108736976e-24,4.796526372555202e-27
3228.0,4.906207286392932e-62,1.8972386609065666e-24,3.218051561859985e-27
3229.0,8.195064552982078e-47,1.6719631897720724e-24,3.2307730513235724e-27
3230.0,2.7812456653265996e-60,2.5330388607683333e-25,4.510824243249278e-27
3231.0,9.97059237026946e-57,7.886061254747365e-25,1.224694014192572e-27
3232.0,1.5953233016172909e-46,2.5235825673808125e-25,3.9637377523746e-27
3233.0,7.62686391685281e-64,6.915541319048757e-25,2.5780288743854088e-27
3234.0,2.0770406679316938e-47,7.374368776297382e-25,1.864690460903501e-27
3235.0,1.2730145056666434e-44,2.654234215335091e-25,9.769237292565826e-28
3236.0,3.984889557901137e-67,4.69263636367061e-24,2.826273416285064e-27
3237.0,9.77733123546291e-59,2.0409001535011264e-25,3.636439973175632e-27
3238.0,2.4958731054298755e-44,4.679439287728951e-25,2.5348679472810265e-27
3239.0,7.688029917988195e-45,2.7044009604257347e-24,1.584608011335009e-27
3240.0,2.714232347962101e-45,7.256062923360314e-25,3.0958195786657568e-27
3241.0,3.596236200567579e-57,1.8444541377062824e-25,1.5263610345759511e-27
3242.0,9.046488605769172e-47,1.3930382031380127e-25,2.1228838584843705e-27
3243.0,6.779070699377386e-60,1.09284542151583e-25,2.425948940888869e-27
3244.0,1.3000092517114257e-45,1.5974135291692206e-25,2.782141071674554e-27
3245.0,4.992633136022198e-60,3.8811080578549264e-25,1.335974155707149e-27
3246.0,7.109012825435301e-52,4.1142158712604346e-25,2.208405116083615e-27
3247.0,2.2616397398532967e-43,4.41678402620089e-25,2.312020101522889e-27
3248.0,7.396617082726554e-54,3.339112763143008e-24,1.5724814403403474e-27
3249.0,2.6344859246203108e-73,1.6354512631859346e-24,1.4323625106814642e-27
3250.0,1.8914134313087098e-59,2.214076483799739e-24,2.0457834211793153e-27
3251.0,8.079534501165138e-42,1.677875584572795e-25,1.7729186079850644e-27
3252.0,3.8157494914731403e-61,1.894394355427953e-24,1.0134855685411185e-27
3253.0,2.5779005582366317e-54,1.2628793718902987e-25,1.3991023345650898e-27
3254.0,6.883393550407986e-60,1.1917321681624825e-25,1.531031099004058e-27
3255.0,1.5746613176882194e-47,3.702184008762785e-24,1.6873679829293e-27
3256.0,2.597339634484666e-55,1.704089130578852e-25,1.0276105798869254e-27
3257.0,2.1586370986918103e-57,1.7764048823369436e-24,1.2656399448841172e-27
3258.0,1.5473233222881366e-44,1.90859991827834e-24,1.238657386459082e-27
3259.0,1.0648979820110382e-43,1.5815861990594603e-24,1.5796887529177024e-27
3260.0,9.816720919290963e-44,3.3954545326812856e-25,9.768036359102441e-28
3261.0,1.0530072849761468e-55,1.1311849906705856e-25,1.5833087993985195e-27
3262.0,4.0336359472687524e-60,3.0709386695220297e-25,1.1641302732232242e-27
3263.0,5.66816065885695e-46,3.2787442939380696e-24,1.3247991543820925e-27
3264.0,2.0173814765204238e-44,1.1030170220091406e-25,1.1187400163258294e-27
3265.0,1.7367941888587996e-53,9.706677565888497e-25,1.479703265519057e-27
3266.0,1.0393702294664528e-56,2.0784590313949618e-24,1.2667508485764905e-27
3267.0,3.1772718022721526e-54,3.0652521285208834e-24,1.0656910071561925e-27
3268.0,2.6594759604185745e-45,2.9095649825227832e-24,1.1006734803980339e-27
3269.0,3.774898667061811e-42,2.5884698270860514e-24,1.1822087031750131e-27
3270.0,5.9758789771413e-55,8.81299709805711e-25,9.909883714447784e-28
3271.0,2.1607205154318558e-41,2.0119223121783258e-25,9.795439839914533e-28
3272.0,9.826697741563888e-36,1.9818059582463723e-24,9.68099596538128e-28
3273.0,3.623199712375701e-43,3.8969269205252565e-25,9.61531101845847e-28
3274.0,3.4650144782956686e-44,6.581765983113671e-25,9.635497833578712e-28
3275.0,2.894030633661472e-51,1.68622658962882e-24,9.655684648698952e-28
3276.0,3.725346236403189e-44,2.3087527564318553e-25,9.675871463819194e-28
3277.0,9.065792657731301e-41,1.3364270257955279e-24,9.696058278939436e-28
3278.0,9.906447092927136e-63,2.1240009864867757e-25,9.716245094059676e-28
3279.0,2.218096916651683e-44,1.3350982954932206e-24,9.736431909179918e-28
3280.0,4.571691957318906e-60,1.7642472115561593e-25,9.756618724300158e-28
3281.0,5.088839637647249e-59,1.5955345068250805e-24,9.7768055394204e-28
3282.0,3.124120704139378e-41,2.1880759616167653e-25,9.796992354540642e-28
3283.0,2.0592075600383944e-44,1.250380628885719e-24,9.817179169660882e-28
3284.0,1.6675488339501329e-43,6.165820663614964e-25,9.837365984781124e-28
3285.0,1.2446966023059806e-43,6.092167947885844e-25,9.857552799901364e-28
3286.0,1.4375530429938203e-57,1.7342348726947157e-24,9.877739615021606e-28
3287.0,1.0653148096252566e-47,7.4664477611928925e-25,9.897926430141848e-28
3288.0,1.6999049621535376e-60,4.0997092848245846e-25,9.918113245262088e-28
3289.0,6.536147880572373e-62,1.1200669819779913e-24,9.93830006038233e-28
3290.0,6.505109313275628e-56,8.932764974190374e-25,9.95848687550257e-28
3291.0,8.078378393289366e-41,2.2664349578975825e-25,9.978673690622812e-28
3292.0,2.583871589494839e-42,1.0163305166063649e-24,9.998860505743054e-28
3293.0,2.1354969573967078e-54,1.1881429503778535e-24,1.0019047320863294e-27
3294.0,2.676275695691622e-53,6.727001837893467e-25,1.0039234135983536e-27
3295.0,6.581362102267461e-62,5.2251625318690055e-25,1.0059420951103776e-27
3296.0,1.5305550002458903e-51,7.428712608158192e-25,1.0079607766224018e-27
3297.0,1.8013142726075422e-42,6.969160124724749e-25,1.009979458134426e-27
3298.0,7.291806948773091e-45,4.773439905010715e-25,1.01199813964645e-27
3299.0,3.1048084291207538e-52,1.3798971148607015e-25,1.0140168211584742e-27
3300.0,7.132430007184979e-55,6.337560802799677e-25,1.0160355026704982e-27
3301.0,2.3651276772372855e-44,6.4318709597426945e-25,1.0180541841825224e-27
3302.0,2.4309048093102362e-48,4.222406276385528e-25,1.0200728656945465e-27
3303.0,6.878411322774553e-49,5.498902728008938e-25,1.0220915472065706e-27
3304.0,4.9604041693902396e-42,3.0388906592773252e-25,1.0241102287185947e-27
3305.0,2.0303507159005312e-56,2.257247007743839e-25,1.0261289102306188e-27
3306.0,2.6781181115452184e-44,1.5509692556633637e-25,1.028147591742643e-27
3307.0,2.4874343505521186e-43,3.503734486318888e-25,1.0301662732546671e-27
3308.0,1.871959020788623e-39,4.522166347474273e-25,1.0321849547666911e-27
3309.0,1.5666965626331983e-50,3.831402056465764e-25,1.0342036362787153e-27
3310.0,6.769058017000793e-67,2.725753737378754e-25,1.0362223177907393e-27
3311.0,8.357849026655213e-43,1.5997624736819006e-25,1.0382409993027635e-27
3312.0,1.9954256386279459e-44,1.0654099307159515e-26,1.0402596808147877e-27
3313.0,1.591167112588423e-40,1.672720568336163e-26,1.0422783623268117e-27
3314.0,1.4959619680309066e-57,2.192531314257748e-25,1.044297043838836e-27
3315.0,1.2412889011256562e-50,2.090244135321123e-25,1.04631572535086e-27
3316.0,1.5751414463807885e-36,1.8662545631220452e-25,1.0483344068628841e-27
3317.0,8.642012291023576e-51,1.7655832683769532e-25,1.0503530883749083e-27
3318.0,1.369134007517348e-43,5.893369648720989e-26,1.0523717698869323e-27
3319.0,4.0422576098523295e-38,1.031908147193695e-25,1.0543904513989565e-27
3320.0,4.056110978008312e-39,1.4009527437174542e-25,1.0564091329109805e-27
3321.0,3.117481761003371e-50,1.0357253623037977e-25,1.0584278144230047e-27
3322.0,1.0861538331364114e-55,1.0244481753018977e-25,1.060446495935029e-27
3323.0,4.1182389338961757e-41,3.9067401366942515e-26,1.062465177447053e-27
3324.0,2.4149714851846954e-41,5.113744855748943e-26,1.0644838589590771e-27
3325.0,9.617432202669386e-44,2.0780925475404752e-26,1.0665025404711013e-27
3326.0,8.576715519293938e-54,1.707933049459556e-26,1.0685212219831253e-27
3327.0,3.9771234941062566e-52,4.9502861356927564e-26,1.0705399034951495e-27
3328.0,1.113463950510266e-40,1.307665230278397e-26,1.0725585850071735e-27
3329.0,2.03482979229289e-40,1.1536244823769092e-26,1.202297972127578e-27
3330.0,3.3094530921097365e-60,5.759666822713605e-26,1.292670002584169e-27
3331.0,1.192919705896972e-33,5.507498029391941e-26,1.4040626843278147e-27
3332.0,2.7418101518657524e-52,4.9702017754906127e-26,1.5629317279742775e-27
3333.0,1.257941166610239e-59,1.0569758556656741e-26,1.7713661584059778e-27
3334.0,6.211088057803094e-39,5.623647421096717e-26,1.938047898001375e-27
3335.0,4.027938794580029e-52,1.0448497854652792e-26,2.1489460322798488e-27
3336.0,5.089268709486348e-60,1.3009247774026896e-26,1.6435374056693036e-27
3337.0,1.262386671783922e-47,2.4361443801397953e-26,1.953761655231207e-27
3338.0,7.328429541401802e-53,4.9532542156718416e-26,2.9091649366008022e-27
3339.0,9.95801187714679e-41,3.6991416595029927e-26,3.214649748076862e-27
3340.0,2.6391524309987575e-47,2.22139256667757e-26,3.532159305436862e-27
3341.0,1.6733794344681363e-50,4.5043564117056034e-26,3.923035302827758e-27
3342.0,7.997449818015101e-54,1.805205717077466e-26,4.2300599431262995e-27
3343.0,3.764528765162903e-44,1.750988561482019e-26,4.9819667565741236e-27
3344.0,1.3006684908534978e-60,1.716331503033274e-26,5.593597340288581e-27
3345.0,2.005443790891251e-54,1.4195366961759138e-26,5.474615760750253e-27
3346.0,2.7422758032593715e-51,1.5707905037346897e-26,5.604952210993129e-27
3347.0,3.538978191883475e-56,2.2257681331059997e-26,7.0166143006239e-27
3348.0,3.642072534267384e-50,1.1640230914406449e-26,5.375965350850877e-27
3349.0,1.1079631573067301e-44,1.0260553070354625e-26,2.242209882933534e-27
3350.0,1.692228162348824e-52,2.981402599563788e-26,3.897459946591169e-27
3351.0,4.3433992002257974e-40,1.377837352414114e-26,1.0859970174250053e-26
3352.0,2.3459476289130237e-43,1.587608081928134e-26,1.304287623914184e-26
3353.0,1.1274792749376587e-48,2.1751132680918354e-26,1.2610748879501812e-26
3354.0,2.7148604294293205e-57,2.0572845568765328e-26,1.3711325492752377e-26
3355.0,1.5397333982873426e-33,2.0646784933055568e-26,8.282620932936756e-27
3356.0,6.273393881936402e-47,2.913924387843477e-26,1.3588141720550118e-27
3357.0,1.3909858929415533e-50,1.2317026099728114e-26,1.9438395752760395e-27
3358.0,5.321999999926864e-45,2.0370072712193203e-26,1.3828951395130737e-26
3359.0,1.6088410697528728e-38,1.518992087516383e-26,2.3886590429028232e-26
3360.0,3.76697760196308e-31,1.822955459404287e-26,1.2338895161290876e-26
3361.0,1.9163962265388248e-63,1.8272378578975193e-26,1.893060171266866e-27
3362.0,1.5904381530763659e-40,2.4586463108152617e-26,2.7647186604033335e-27
3363.0,3.099822359416454e-50,2.110994558003021e-26,2.3016251240285937e-26
3364.0,7.684071321926152e-65,1.4689843327211535e-26,7.824338215576387e-27
3365.0,9.47542993530187e-38,2.2628352529187415e-26,1.1258485335166157e-26
3366.0,5.6991612018120195e-39,1.33509943111086e-26,4.600117587817046e-27
3367.0,3.001235096364876e-37,1.6918050384497407e-26,1.5105550133066612e-26
3368.0,1.538390824045554e-47,2.3432499186670296e-26,2.0114595863957184e-26
3369.0,3.9556458134980014e-51,2.4308473284681092e-26,6.358800429879957e-27
3370.0,1.2475838400645532e-40,2.5254544952075568e-26,1.2722153289285289e-26
3371.0,9.179350565633848e-52,3.398199255665326e-26,9.306279742008538e-27
3372.0,2.2684419582620878e-60,1.3770637318724274e-26,1.9965925849486746e-26
3373.0,6.457593785674191e-60,2.1895916614066854e-26,7.062607258375206e-27
3374.0,7.235536629879489e-55,2.0092043283882914e-26,1.16849577334893e-26
3375.0,6.072742117970701e-40,1.1667010182616398e-26,1.0218583800872622e-27
3376.0,2.172488581886456e-46,1.905069345049856e-26,3.210863669946114e-26
3377.0,3.229842400376665e-37,1.333882739186447e-26,6.230805327869549e-26
3378.0,7.012758219749e-51,5.727414282420893e-26,9.40009655310167e-27
3379.0,1.2745405709388724e-47,2.645411377404556e-26,2.573474231854597e-26
3380.0,2.843317126393781e-40,3.3274610393332e-26,2.239833793820001e-27
3381.0,2.294e-40,3.587276547834679e-26,2.0643464695911418e-26
3382.0,7.919819002892279e-37,3.8820911657695086e-26,1.8513087180527423e-26
3383.0,5.644361144900339e-48,5.971829370828584e-26,1.1227774928772534e-25
3384.0,2.925592990895855e-38,1.5356147166563055e-26,7.533322478447032e-27
3385.0,5.335450388031397e-31,2.15819244457341e-26,3.1545496835242987e-26
3386.0,3.2083902062469414e-38,1.5650413624022062e-26,2.9270098767372777e-26
3387.0,8.305066435272673e-57,1.645750279627673e-26,1.3167128624633994e-26
3388.0,9.794304665662883e-54,1.8485811664360722e-26,3.746892840671219e-27
3389.0,1.4804262041699762e-49,1.6767230988538315e-26,3.385300039343187e-27
3390.0,6.806010869303872e-50,1.6736496641905152e-26,1.4872080968394092e-25
3391.0,4.864882678383862e-52,1.763943477998301e-26,6.678918820327938e-26
3392.0,2.379831409703476e-52,1.879719528831406e-26,4.8962935595244707e-26
3393.0,3.4526994744331e-34,1.9548152711292505e-26,4.2663294719224935e-26
3394.0,2.8650942956502103e-37,1.968944993834965e-26,6.844200417227994e-26
3395.0,1.3089173076423933e-47,2.2542860272056122e-26,1.818681102843836e-27
3396.0,2.981643996641354e-53,2.3057480293584725e-26,2.710010118058716e-26
3397.0,1.184030344445145e-50,2.3428279676730356e-26,6.621684841016186e-26
3398.0,1.733702613513714e-51,1.2538936504498168e-26,1.2755935012437338e-27
3399.0,1.6992626726691274e-37,1.7335937107798808e-26,3.7272007170682776e-27
3400.0,1.6552851354277747e-31,2.03923135461337e-26,4.5896952383907606e-26
3401.0,5.649700187082778e-30,1.544704560991077e-26,3.624238256988516e-26
